"year","state_fips","vera_total_pop_15to64","vera_female_pop_15to64","vera_male_pop_15to64","vera_aapi_pop_15to64","vera_black_pop_15to64","vera_latine_pop_15to64","vera_native_pop_15to64","vera_white_pop_15to64","vera_aapi_female_pop_15to64","vera_black_female_pop_15to64","vera_latine_female_pop_15to64","vera_native_female_pop_15to64","vera_white_female_pop_15to64","vera_aapi_male_pop_15to64","vera_black_male_pop_15to64","vera_latine_male_pop_15to64","vera_native_male_pop_15to64","vera_white_male_pop_15to64","vera_total_incarceration","vera_total_incarceration_rate","vera_total_jail_pop","vera_female_jail_pop","vera_male_jail_pop","vera_aapi_jail_pop","vera_black_jail_pop","vera_native_jail_pop","vera_white_jail_pop","vera_total_jail_pretrial","vera_total_jail_from_prison","vera_total_jail_adm","vera_total_jail_dis","vera_total_jail_pop_rate","vera_female_jail_pop_rate","vera_male_jail_pop_rate","vera_aapi_jail_pop_rate","vera_black_jail_pop_rate","vera_latine_jail_pop_rate","vera_native_jail_pop_rate","vera_white_jail_pop_rate","vera_total_jail_adm_rate","vera_total_jail_dis_rate","vera_total_jail_pretrial_rate","vera_total_prison_pop","vera_female_prison_pop","vera_male_prison_pop","vera_aapi_prison_pop","vera_black_prison_pop","vera_latine_prison_pop","vera_native_prison_pop","vera_white_prison_pop","vera_aapi_female_prison_pop","vera_black_female_prison_pop","vera_latine_female_prison_pop","vera_native_female_prison_pop","vera_white_female_prison_pop","vera_aapi_male_prison_pop","vera_black_male_prison_pop","vera_latine_male_prison_pop","vera_native_male_prison_pop","vera_white_male_prison_pop","vera_total_prison_adm","vera_female_prison_adm","vera_male_prison_adm","vera_aapi_prison_adm","vera_black_prison_adm","vera_latine_prison_adm","vera_native_prison_adm","vera_white_prison_adm","vera_aapi_female_prison_adm","vera_black_female_prison_adm","vera_latine_female_prison_adm","vera_native_female_prison_adm","vera_white_female_prison_adm","vera_aapi_male_prison_adm","vera_black_male_prison_adm","vera_latine_male_prison_adm","vera_native_male_prison_adm","vera_white_male_prison_adm","vera_total_prison_pop_rate","vera_female_prison_pop_rate","vera_male_prison_pop_rate","vera_aapi_prison_pop_rate","vera_black_prison_pop_rate","vera_latine_prison_pop_rate","vera_native_prison_pop_rate","vera_white_prison_pop_rate","vera_aapi_female_prison_pop_rate","vera_black_female_prison_pop_rate","vera_latine_female_prison_pop_rate","vera_native_female_prison_pop_rate","vera_white_female_prison_pop_rate","vera_aapi_male_prison_pop_rate","vera_black_male_prison_pop_rate","vera_latine_male_prison_pop_rate","vera_native_male_prison_pop_rate","vera_white_male_prison_pop_rate","vera_total_prison_adm_rate","vera_female_prison_adm_rate","vera_male_prison_adm_rate","vera_aapi_prison_adm_rate","vera_black_prison_adm_rate","vera_latine_prison_adm_rate","vera_native_prison_adm_rate","vera_white_prison_adm_rate"
1981,"27",2686769,1351399,1335370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3773.77466,140.45773,1837.76466,102.77346,1731.72654,4.28195,221.47387,117.86566,1415.65826,527.41084,29.99,74442.672,72790.64571,68.40055,7.60497,129.6814,NA,NA,NA,NA,NA,2770.71352,2709.22605,19.62993,1966,56,1910,2,421,57,165,1408,0,14,0,6,36,2,407,57,159,1372,1294,57,1237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.17339,4.14385,143.03152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.16194,4.21785,92.6335,NA,NA,NA,NA,NA
1981,"29",3186652,1630293,1556359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9839.48523,308.77188,3467.24323,248.03077,3210.96635,0,1446.38233,2.134,1991.76823,2040.80294,116.758,114236.70079,110286.32687,108.8052,15.21388,206.3127,NA,NA,NA,NA,NA,3584.85021,3460.88393,64.04223,6489,265,6224,0,2974,NA,0,3515,0,109,NA,0,156,0,2865,NA,0,3359,3473,157,3316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.63064,16.25475,399.90773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.98586,9.63017,213.06138,NA,NA,NA,NA,NA
1981,"28",1587336,820204,767132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6186.67115,389.75183,2511.12915,131.30817,2407.33698,1.576,1717.41745,3.664,776.54092,1037.00605,948.458,101498.6,99286.9,158.19771,16.00921,313.81001,NA,NA,NA,NA,NA,6394.27317,6254.93909,65.32996,4624,149,4475,1,2829,7,4,1258,1,93,1,0,42,0,2736,6,4,1216,2880,133,2747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291.30568,18.16621,583.34159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.43607,16.21548,358.087,NA,NA,NA,NA,NA
1981,"30",518048,257002,261046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1189.618,229.63471,372.36,33.536,334.828,0,9.282,81.482,267.096,229.94289,13.742,34298.2,37670,71.87751,13.04893,128.26398,NA,NA,NA,NA,NA,6620.66063,7271.52696,44.38641,831,24,807,0,21,17,168,642,0,0,0,2,22,0,21,17,166,620,550,25,525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.40985,9.33845,309.14092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.16777,9.72755,201.11398,NA,NA,NA,NA,NA
1981,"37",4009424,2038492,1970932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18776.91769,468.31958,3216.50769,186.96385,3042.34385,5.25,1567.10477,11.952,1616.60692,2303.02985,209.59,234543.734,224890.2,80.22369,9.17167,154.36067,NA,NA,NA,NA,NA,5849.81119,5609.0401,57.44042,15770,637,15133,4,8380,0,341,7025,1,328,0,19,287,3,8052,0,322,6738,9402,521,8881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393.32333,31.24859,767.80934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234.49752,25.55811,450.59901,NA,NA,NA,NA,NA
1981,"38",421038,206043,214995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480.64031,114.15604,212.54031,18.11662,180.97569,0.372,2.154,64.45862,131.48769,83.45504,11.9,17456.2,17029.4,50.48008,8.79264,84.1767,NA,NA,NA,NA,NA,4145.99157,4044.62305,19.82126,280,3,277,0,2,0,48,230,0,0,0,0,3,0,2,0,48,227,208,2,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.50231,1.45601,128.84021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.40172,0.97067,95.81618,NA,NA,NA,NA,NA
1981,"31",1007776,507355,500421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2263.39326,224.59289,788.30926,50.81284,731.50842,0.522,119.832,58.77,570.47611,323.59211,12.916,41007.96221,39916.82511,78.22267,10.01524,146.1786,NA,NA,NA,NA,NA,4069.15448,3960.88269,32.10953,1488,62,1426,1,533,43,83,1036,1,24,1,1,38,0,509,42,82,998,947,29,918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.65186,12.22024,284.96006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.96929,5.71592,183.44554,NA,NA,NA,NA,NA
1981,"33",624765,315755,309010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,810.7,129.76079,429.8,22.502,410.498,0,9.492,0,411.368,237.168,17.1,7408,7173.8,68.79387,7.12641,132.84295,NA,NA,NA,NA,NA,1185.72583,1148.23974,37.96115,398,7,391,0,5,4,3,390,0,0,0,0,7,0,5,4,3,383,290,5,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.70395,2.21691,126.53312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.41745,1.58351,92.23002,NA,NA,NA,NA,NA
1981,"34",4988459,2567202,2421257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11235.4,225.22787,5070,314.352,4755.648,5.81677,2614.23091,1.082,1530.26398,2203.896,845.6,85481.4,81104.8,101.63459,12.24493,196.41236,NA,NA,NA,NA,NA,1713.58329,1625.84878,44.1799,7011,286,6725,0,4455,739,0,2556,0,188,6,0,98,0,4267,733,0,2458,4399,244,4155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.5444,11.14053,277.74829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.18355,9.50451,171.60508,NA,NA,NA,NA,NA
1981,"35",866812,438524,428288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2672.49255,308.31282,1211.68582,95.90145,1125.58436,6.724,68.41955,193.848,372.73545,645.53945,36.19327,99193.32227,98393.82182,139.78646,21.86915,262.81016,NA,NA,NA,NA,NA,11443.46436,11351.22977,74.47283,1497,90,1407,1,160,758,55,1249,0,3,32,2,53,1,157,726,53,1196,1255,55,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.70181,20.52339,328.51726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144.78341,12.54207,280.1853,NA,NA,NA,NA,NA
1981,"32",592963,289707,303256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3218.33104,542.75411,1141.08904,154.08,990.60904,5.208,302.23046,45.09765,690.95694,681.51478,38.758,68002.8,66635.8,192.43849,53.18477,326.65769,NA,NA,NA,NA,NA,11468.30409,11237.76694,114.93378,2116,86,2030,28,591,76,16,1481,3,44,4,3,36,25,547,72,13,1445,1195,54,1141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356.85195,29.68516,669.40143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201.53028,18.63952,376.24977,NA,NA,NA,NA,NA
1981,"36",11747537,6103644,5643893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39217.058,333.83217,14044.2,891.69,13186.11,16.346,6666.314,25.596,4129.722,8802.076,321.142,182540.286,169603.714,119.55017,14.60914,233.63501,NA,NA,NA,NA,NA,1553.86006,1443.7385,74.92699,25494,766,24728,0,13407,5102,0,11941,0,446,111,0,321,0,12961,4991,0,11620,12481,473,12008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217.0157,12.54988,438.13729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.24355,7.74947,212.76094,NA,NA,NA,NA,NA
1981,"39",7132306,3654288,3478018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21064.23637,295.33557,6374.4852,436.66031,5812.23363,16.394,2457.21809,3.512,3789.1793,2879.46988,278.24883,277744.50013,268666.12982,89.37481,11.94926,167.11339,NA,NA,NA,NA,NA,3894.17532,3766.89012,40.37221,14968,763,14205,0,7229,111,0,7739,0,445,7,0,318,0,6784,104,0,7421,10567,831,9736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209.862,20.87958,408.42227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.15685,22.74041,279.92955,NA,NA,NA,NA,NA
1981,"40",2005798,1012213,993585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7149.358,356.4346,1956.568,173.98,1781.27953,1.494,511.21201,146.30304,1181.52092,1322.2678,88.21,156821.584,157232.8,97.54562,17.18808,179.27802,NA,NA,NA,NA,NA,7818.41362,7838.91499,65.92228,5281,275,5006,1,1482,66,305,3407,0,102,0,16,157,1,1380,66,289,3250,2885,229,2656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263.28673,27.16819,503.83208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.83303,22.6237,267.31482,NA,NA,NA,NA,NA
1981,"41",1755305,882135,873170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5393.614,307.27503,2161.814,148.882,2002.772,3.61,184.59048,45.04887,1810.77858,1069.728,63.2,89016.036,86826.11,123.15888,16.87746,229.36794,NA,NA,NA,NA,NA,5071.25747,4946.49705,60.94257,3295,103,3192,0,340,114,93,2830,0,21,1,7,72,0,319,113,86,2758,2605,120,2485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187.71666,11.67622,365.56455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.40726,13.60336,284.59521,NA,NA,NA,NA,NA
1981,"42",7853671,4041668,3812003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17860.222,227.4124,8662,461.78,8200.62,2.106,3752.758,5.426,4487.818,4480.94,166.778,88428.6,90469.8,110.29237,11.42548,215.12627,NA,NA,NA,NA,NA,1125.95244,1151.94283,57.05536,9365,312,9053,5,5088,NA,3,4269,1,161,NA,0,150,4,4927,NA,3,4119,5129,253,4876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.2436,7.71959,237.4867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.30704,6.25979,127.91176,NA,NA,NA,NA,NA
1981,"44",634780,326129,308651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,962,151.54857,273,17,256,NA,NA,NA,NA,180,NA,364,NA,43.00703,5.21266,82.94157,NA,NA,NA,NA,NA,57.3427,NA,28.35628,689,8,681,2,246,38,0,714,0,7,1,0,18,2,239,37,0,696,364,5,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.54154,2.45302,220.63755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.3427,1.53314,116.3126,NA,NA,NA,NA,NA
1981,"45",2124933,1077230,1047703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10618.48415,499.70913,2569.04615,111.10138,2471.54477,0,1482.71908,4.582,1068.43508,1345.772,488.562,131708.1,128777.9,120.9001,10.31362,235.90128,NA,NA,NA,NA,NA,6198.22366,6060.32755,63.33244,8538,361,8177,0,4972,NA,8,3558,0,201,NA,0,160,0,4771,NA,8,3398,4338,181,4157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401.8009,33.51188,780.46927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204.14761,16.80235,396.77275,NA,NA,NA,NA,NA
1981,"46",432338,215378,216960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1030.186,238.28255,350.286,31.526,303.62785,0.72,2.88,98.95,230.883,139.54415,13.1,21238.5,20807.4,81.02133,14.63752,139.94646,NA,NA,NA,NA,NA,4912.47589,4812.76224,32.27663,693,29,664,0,14,5,167,512,0,0,0,12,17,0,14,5,155,495,405,26,379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.29125,13.4647,306.0472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.67671,12.0718,174.68658,NA,NA,NA,NA,NA
1981,"47",3058695,1569528,1489167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12621.474,412.64245,5424.3,339.48776,5087.61224,0.486,2188.2909,46.008,3182.1371,2257.676,699.826,240498.4,234169.3,177.34034,21.62993,341.64148,NA,NA,NA,NA,NA,7862.77808,7655.8565,73.81174,7897,395,7502,0,3346,NA,0,4551,0,136,NA,0,259,0,3210,NA,0,4292,4684,261,4423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258.182,25.1668,503.77157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.1372,16.6292,297.01169,NA,NA,NA,NA,NA
1981,"48",9703198,4877727,4825471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44773.5543,461.4309,13662.4643,887.00615,12743.76365,102.98551,4534.51957,5.204,5221.36051,8712.30766,390.91,675337,663570.5,140.80373,18.18483,264.09367,NA,NA,NA,NA,NA,6959.94248,6838.67834,89.788,31502,1452,30050,0,13732,5722,2,17768,0,774,135,2,676,0,12958,5587,0,17092,16750,1127,15623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324.65585,29.76796,622.73714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.6235,23.10502,323.76114,NA,NA,NA,NA,NA
1981,"49",911777,458792,452985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1948.28255,213.67972,836.70855,44.53422,792.57432,5.694,21.36912,27.416,643.12715,361.79867,28.426,47609,46858.8,91.7668,9.70684,174.96701,NA,NA,NA,NA,NA,5221.56185,5139.28296,39.68061,1140,41,1099,5,107,213,18,1010,0,8,5,2,31,5,99,208,16,979,792,33,759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.03057,8.93651,242.61289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.86334,7.1928,167.55522,NA,NA,NA,NA,NA
1981,"51",3751220,1885379,1865841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14000.69916,373.23055,5371.16316,365.08676,5054.98745,5.92448,2899.20939,1.12533,2429.85778,2328.02196,758.464,184133.8,176610.7,143.18443,19.3641,270.92273,NA,NA,NA,NA,NA,4908.63772,4708.08697,62.0604,9388,348,9040,0,5376,NA,0,3917,0,202,NA,0,144,0,5174,NA,0,3773,4480,270,4210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250.26525,18.45783,484.50002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.42781,14.32073,225.63552,NA,NA,NA,NA,NA
1981,"50",340748,172570,168178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,534,156.71405,139,6,133,NA,NA,NA,NA,87,NA,428,NA,40.79261,3.47685,79.08288,NA,NA,NA,NA,NA,125.60602,NA,25.53206,395,9,386,0,10,0,4,520,0,0,0,0,15,0,10,0,4,505,428,9,419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.92144,5.21527,229.51872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.60602,5.21527,249.14079,NA,NA,NA,NA,NA
1981,"53",2843803,1410080,1433723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8398.42498,295.32373,3263.66698,210.328,2978.09698,28.04587,457.51414,153.75823,2300.53179,1305.61421,201.242,130411.94,128722.056,114.76417,14.91603,207.71774,NA,NA,NA,NA,NA,4585.82891,4526.40552,45.91085,5336,212,5124,38,1106,221,211,3727,0,64,7,14,123,38,1042,214,197,3604,2961,167,2794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187.63606,15.03461,357.39121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.12114,11.8433,194.87725,NA,NA,NA,NA,NA
1981,"55",3076733,1550291,1526442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6874.17235,223.4244,2577.90435,174.36096,2423.54339,2.722,794.393,60.32322,1616.29665,770.04652,88.732,90412,88610,83.78707,11.24698,158.77075,NA,NA,NA,NA,NA,2938.57153,2880.00291,25.02806,4385,169,4216,1,1689,186,135,2574,0,78,4,8,82,1,1611,182,127,2492,2341,117,2224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.5213,10.90118,276.19785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.0872,7.54697,145.6983,NA,NA,NA,NA,NA
1981,"54",1261607,645481,616126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2529.186,200.47336,1036.992,52.39169,980.56215,0,125.368,0.556,895.82169,442.15723,72.806,48942.6,47446.8,82.19612,8.11669,159.14961,NA,NA,NA,NA,NA,3879.38558,3760.82251,35.04714,1565,37,1528,0,218,0,2,1345,0,11,0,1,25,0,207,0,1,1320,827,33,794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.04814,5.73216,248.00122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.55132,5.11247,128.86974,NA,NA,NA,NA,NA
1981,"56",324152,155965,168187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,826.332,254.92115,304.632,30.272,274.728,0.628,8.99986,16.18858,238.21432,162.48,34.3,15532.8,15223.8,93.97813,19.40948,163.34675,NA,NA,NA,NA,NA,4791.82606,4696.50041,50.12463,556,24,532,1,25,47,24,537,0,0,2,0,24,1,25,45,24,513,326,10,316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171.52447,15.38807,316.31458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.5701,6.41169,187.8861,NA,NA,NA,NA,NA
1982,"02",316614,147176,169438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1322,417.54313,450,17,433,NA,NA,NA,NA,320,NA,615,NA,142.1289,11.5508,255.5507,NA,NA,NA,NA,NA,194.24283,NA,101.06944,872,29,843,0,94,NA,472,726,0,3,NA,17,25,0,91,NA,455,701,615,44,571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275.41423,19.7043,497.52712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194.24283,29.89618,336.99642,NA,NA,NA,NA,NA
1982,"01",2549519,1314804,1234715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12128.814,475.7295,4581.214,283.148,4295.466,4.542,2378.12275,2.464,2156.92725,2072.83,1685.4,181892.304,179214.56,179.68935,21.53538,347.89129,NA,NA,NA,NA,NA,7134.37727,7029.34789,81.30279,9233,476,8757,4,5619,2,5,3604,0,295,0,1,180,4,5324,2,4,3424,4473,305,4168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362.14674,36.20311,709.23249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.44486,23.19737,337.56778,NA,NA,NA,NA,NA
1982,"05",1443323,742489,700834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5329.93297,369.28206,1558.78097,101.55,1451.62497,0,702.5513,4.34,827.04834,935.61497,150.848,126549.2,125389.6,107.99946,13.67697,207.12822,NA,NA,NA,NA,NA,8767.90573,8687.56335,64.82367,3922,167,3755,7,2011,10,1,1906,0,92,0,0,85,7,1919,10,1,1821,2350,141,2209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.73405,22.49192,535.79022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162.81872,18.99018,315.1959,NA,NA,NA,NA,NA
1982,"04",1885809,950415,935394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8795.17,466.3871,2835.034,218.36,2606.408,1.812,361.4168,125.93484,1652.00887,1360.31,108.864,120064.936,117328.968,150.33516,22.97523,278.6428,NA,NA,NA,NA,NA,6366.76015,6221.67823,72.13403,6069,281,5788,7,993,1281,165,4187,0,42,32,14,141,7,951,1249,151,4046,3110,195,2915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321.82474,29.56603,618.77669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.91596,20.51735,311.63339,NA,NA,NA,NA,NA
1982,"06",16898759,8402136,8496623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72124.654,426.80444,38741.27,4007.218,34750.052,283.26218,10878.1897,242.88683,14540.25852,18130.57,1256.616,1339304,1289523.408,229.25512,47.69285,408.98663,NA,NA,NA,NA,NA,7925.45772,7630.87637,107.28936,34640,1653,32987,112,12226,8963,184,21478,0,547,315,32,983,112,11679,8648,152,20495,22321,1217,21104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204.98547,19.67357,388.2366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.08662,14.48441,248.38103,NA,NA,NA,NA,NA
1982,"08",2109722,1049278,1060444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5390.37414,255.50163,2565.60614,147.12497,2419.95034,10.372,320.77979,19.872,1606.00172,1456.20801,217.232,99682.4,98971.6,121.60873,14.02154,228.20162,NA,NA,NA,NA,NA,4724.90688,4691.21524,69.02369,3042,119,2923,6,636,762,29,2371,0,28,22,0,91,6,608,740,29,2280,2066,120,1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144.18961,11.34113,275.63926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.92759,11.43644,183.50804,NA,NA,NA,NA,NA
1982,"09",2134305,1088494,1045811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5156,241.57747,2027,134,1893,NA,NA,NA,NA,1322,NA,2786,NA,94.97237,12.31059,181.00785,NA,NA,NA,NA,NA,130.5343,NA,61.94054,3129,70,3059,4,2642,850,4,3186,0,133,13,1,127,4,2509,837,3,3059,2786,120,2666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.6051,6.4309,292.50027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.5343,11.02441,254.92178,NA,NA,NA,NA,NA
