"year","state_fips","vera_total_pop_15to64","vera_female_pop_15to64","vera_male_pop_15to64","vera_aapi_pop_15to64","vera_black_pop_15to64","vera_latine_pop_15to64","vera_native_pop_15to64","vera_white_pop_15to64","vera_aapi_female_pop_15to64","vera_black_female_pop_15to64","vera_latine_female_pop_15to64","vera_native_female_pop_15to64","vera_white_female_pop_15to64","vera_aapi_male_pop_15to64","vera_black_male_pop_15to64","vera_latine_male_pop_15to64","vera_native_male_pop_15to64","vera_white_male_pop_15to64","vera_total_incarceration","vera_total_incarceration_rate","vera_total_jail_pop","vera_female_jail_pop","vera_male_jail_pop","vera_aapi_jail_pop","vera_black_jail_pop","vera_native_jail_pop","vera_white_jail_pop","vera_total_jail_pretrial","vera_total_jail_from_prison","vera_total_jail_adm","vera_total_jail_dis","vera_total_jail_pop_rate","vera_female_jail_pop_rate","vera_male_jail_pop_rate","vera_aapi_jail_pop_rate","vera_black_jail_pop_rate","vera_latine_jail_pop_rate","vera_native_jail_pop_rate","vera_white_jail_pop_rate","vera_total_jail_adm_rate","vera_total_jail_dis_rate","vera_total_jail_pretrial_rate","vera_total_prison_pop","vera_female_prison_pop","vera_male_prison_pop","vera_aapi_prison_pop","vera_black_prison_pop","vera_latine_prison_pop","vera_native_prison_pop","vera_white_prison_pop","vera_aapi_female_prison_pop","vera_black_female_prison_pop","vera_latine_female_prison_pop","vera_native_female_prison_pop","vera_white_female_prison_pop","vera_aapi_male_prison_pop","vera_black_male_prison_pop","vera_latine_male_prison_pop","vera_native_male_prison_pop","vera_white_male_prison_pop","vera_total_prison_adm","vera_female_prison_adm","vera_male_prison_adm","vera_aapi_prison_adm","vera_black_prison_adm","vera_latine_prison_adm","vera_native_prison_adm","vera_white_prison_adm","vera_aapi_female_prison_adm","vera_black_female_prison_adm","vera_latine_female_prison_adm","vera_native_female_prison_adm","vera_white_female_prison_adm","vera_aapi_male_prison_adm","vera_black_male_prison_adm","vera_latine_male_prison_adm","vera_native_male_prison_adm","vera_white_male_prison_adm","vera_total_prison_pop_rate","vera_female_prison_pop_rate","vera_male_prison_pop_rate","vera_aapi_prison_pop_rate","vera_black_prison_pop_rate","vera_latine_prison_pop_rate","vera_native_prison_pop_rate","vera_white_prison_pop_rate","vera_aapi_female_prison_pop_rate","vera_black_female_prison_pop_rate","vera_latine_female_prison_pop_rate","vera_native_female_prison_pop_rate","vera_white_female_prison_pop_rate","vera_aapi_male_prison_pop_rate","vera_black_male_prison_pop_rate","vera_latine_male_prison_pop_rate","vera_native_male_prison_pop_rate","vera_white_male_prison_pop_rate","vera_total_prison_adm_rate","vera_female_prison_adm_rate","vera_male_prison_adm_rate","vera_aapi_prison_adm_rate","vera_black_prison_adm_rate","vera_latine_prison_adm_rate","vera_native_prison_adm_rate","vera_white_prison_adm_rate"
2016,"54",1185407,585476,599931,12453,49224,19193,2768,1101769,6516,21576,8584,1298,547505,5937,27648,10609,1473,554264,10346,872.7804,4447,834,3341,10.12,528,10.69,3575,2229,1227,51937,33609.36,375.14541,142.4482,556.89738,81.26556,1072.64749,206.58573,386.19942,324.47818,4381.36438,2835.25911,188.03668,7162,876,6286,6,886,21,10,6190,0,64,3,4,802,6,822,18,6,5388,3603,622,2981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,604.18067,149.62185,1047.78716,48.18116,1799.93499,109.41489,361.27168,561.82376,0,296.62588,34.94874,308.16641,146.48268,101.06114,2973.09028,169.66726,407.33198,972.09994,303.94624,106.23834,496.89048,NA,NA,NA,NA,NA
2016,"55",3825915,1884551,1941364,122625,258504,244040,38226,3162520,62216,130994,115839,19043,1556459,60409,127510,128201,19183,1606061,36171.33,945.42952,12981.33,1895.21,10642.76833,214.46,3696.01,585.53,7163.62,6766.17,373.63,210219,203732.87,339.30001,100.5656,548.21086,174.89093,1429.76898,288.02246,1531.75849,226.5162,5494.60717,5325.0757,176.85103,23377,1488,21889,252,9622,2027,839,10625,13,316,48,98,1012,239,9306,1979,741,9613,6649,732,5917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,611.01723,78.9578,1127.50623,205.50459,3722.18612,830.60154,2194.84121,335.96625,20.89495,241.23242,41.43682,514.6248,65.01938,395.63641,7298.25112,1543.66971,3862.79518,598.54514,173.78849,38.84214,304.78571,NA,NA,NA,NA,NA
2016,"56",378747,181832,196915,4766,5634,36569,8440,323338,2592,2191,16905,4177,155967,2174,3443,19664,4263,167371,3958.49667,1045.15591,1591.49667,301.48667,1232.01,17.91,66.21,141.92,963.62,1015.66,42.2,33072.33333,26864.8,420.20047,165.80507,625.65574,375.78682,1175.18637,278.04971,1681.51659,298.0225,8732.03836,7093.07268,268.16318,2374,286,2088,14,127,291,138,1801,3,8,26,24,225,11,119,265,114,1576,1008,168,840,9,56,126,60,750,2,3,18,16,128,7,53,108,44,622,626.80364,157.28805,1060.35599,293.74738,2254.1711,795.75597,1635.07109,557.00227,115.74074,365.13008,153.80065,574.57505,144.26129,505.97976,3456.28812,1347.64036,2674.17312,941.62071,266.14072,92.39298,426.58,188.8376,993.96521,344.55413,710.90047,231.95542
2017,"01",3230476,1638888,1591588,56354,905795,131584,21015,2115728,29585,482926,59293,10739,1056345,26769,422869,72291,10276,1059383,40762.5,1261.81095,15175.5,2425.08,12861.45,49.94,6034.40667,32.43,7788.21333,9795.31667,2789.1,283957.5,258592.32,469.76049,147.97106,808.08915,88.61838,666.20004,359.73472,154.31834,368.11033,8789.95851,8004.77453,303.21589,27608,2473,25135,3,14857,0,2,12600,0,690,0,0,1781,3,14167,0,2,10819,13036,2188,10848,1,4926,NA,1,6679,NA,384,NA,NA,1474,1,4542,NA,1,5205,854.6109,150.895,1579.24036,5.32349,1640.21661,0,9.51701,595.53969,0,142.87903,0,0,168.60022,11.20699,3350.21011,0,19.46283,1021.25482,403.53186,133.50516,681.58342,1.7745,543.83166,NA,4.75851,315.6833
2017,"02",504320,235002,269318,43416,22016,35267,77451,326170,22226,9114,16211,37696,149755,21190,12902,19056,39755,176415,4399,872.26364,2494,311,2183,NA,NA,NA,NA,2006,NA,1580,NA,494.52728,132.3393,810.56595,NA,NA,NA,NA,NA,313.29315,NA,397.76332,1905,77,1828,211,486,131,1611,1928,17,27,12,144,184,194,459,119,1467,1744,1580,134,1446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,377.73636,32.76568,678.75151,485.99595,2207.48547,371.45207,2080.02479,591.1028,76.487,296.24753,74.02381,382.0034,122.86735,915.52619,3557.58797,624.47523,3690.10187,988.57807,313.29315,57.02079,536.91175,NA,NA,NA,NA,NA
2017,"04",4395093,2167533,2227560,190018,227295,1426518,188714,2362548,97777,106244,699986,95913,1167613,92241,121051,726532,92801,1194935,55206,1256.08264,13176,2034,11202,95.95,1954.06,1032.17,6888.74,9886.79,184.7,204121.5,199449.64,299.78888,93.8394,502.88208,50.49522,859.70215,209.59077,546.94935,291.58095,4644.30445,4538.00727,224.95064,42030,4059,37971,198,5930,16503,2281,16365,24,356,1160,344,2100,174,5574,15343,1937,14265,13499,1673,11826,41,2075,6121,1089,6275,10,154,638,216,1071,31,1921,5483,873,5204,956.29376,187.26358,1704.60055,104.20065,2608.94432,1156.87289,1208.70736,692.68434,24.54565,335.07775,165.7176,358.65837,179.85411,188.63629,4604.67076,2111.81338,2087.26199,1193.78878,307.13798,77.18452,530.89479,21.5769,912.91053,429.08677,577.0637,265.60307
2017,"05",1918770,958152,960618,43064,316945,144146,17033,1397582,21819,165204,67189,8642,695298,21245,151741,76957,8391,702284,24835.93333,1294.3674,8602.93333,1471.06,6960.00833,41.97,2632.72,37.02,4651.23,5172.22,1931.91,183940.01533,148951.63,448.35667,153.53096,724.53445,97.4596,830.65516,252.14019,217.34281,332.80552,9586.35039,7762.87048,269.55914,18070,1419,16651,78,7387,587,58,9942,5,319,26,14,1055,73,7068,561,44,8887,8995,1287,7708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,941.74914,148.09759,1733.36331,181.12577,2330.68829,407.22601,340.51547,711.3715,22.91581,193.0946,38.69681,161.99954,151.7335,343.61026,4657.93688,728.97852,524.37135,1265.44247,468.7899,134.32107,802.40012,NA,NA,NA,NA,NA
2017,"06",26501551,13042436,13459115,4284264,1697646,10389459,142811,9987371,2226315,831773,5076887,71742,4835719,2057949,865873,5312572,71069,5151652,205118.29,773.98598,75841.29,10260.06,66378.23,2085.4,15933.69,712.35,22942.09,48211.79,3036.67,1000152.43,960224.44,286.1768,78.66675,493.18421,48.67581,938.57553,325.16082,498.80611,229.711,3773.93923,3623.27639,181.92064,131039,5859,125180,1770,37336,57032,1476,27811,99,1529,2033,115,1858,1671,35807,54999,1361,25953,37091,2652,34439,565,8816,17075,441,9411,44,611,944,52,951,521,8205,16131,389,8460,494.45785,44.92259,930.07601,41.31398,2199.28065,548.941,1033.53383,278.46167,4.44681,183.82419,40.04422,160.29662,38.42241,81.19735,4135.36396,1035.26126,1915.04031,503.78015,139.95785,20.33362,255.87864,13.1878,519.30732,164.34927,308.79974,94.229
2017,"08",3794758,1843426,1951332,149232,177886,798094,30559,2638987,79297,79736,384782,15205,1284407,76829,98151,413312,15355,1354580,33022.67,870.21807,13240.67,2202.7,11050.3,100.15,2646.57,175.9,7436.12,8097.41,1642.79,221635.34,213215.56,348.92001,119.48947,566.29523,67.11027,1487.78993,449.49467,575.60784,281.77933,5840.56585,5618.68662,213.38409,19946,1902,18044,223,3493,6264,666,9175,18,211,540,80,1050,205,3282,5724,586,8125,9650,1386,8264,86,1405,3007,408,4596,9,117,426,65,757,77,1288,2581,343,3839,525.61982,103.17745,924.70169,149.43176,1963.61715,784.86995,2179.39069,347.67128,22.69947,264.62326,140.33921,526.14272,81.74979,266.82633,3343.82737,1384.91019,3816.34647,599.81692,254.29817,75.18609,423.50558,57.62839,789.83169,376.77266,1335.12222,174.15774
2017,"09",2402786,1208286,1194500,126091,262908,394529,5380,1613878,65130,135993,196891,2612,807660,60961,126915,197638,2768,806218,14040,584.3217,4414,487,3927,NA,NA,NA,NA,3280,NA,4565,NA,183.70342,40.30503,328.7568,NA,NA,NA,NA,NA,189.98779,NA,136.5082,9626,484,9142,68,5765,3749,45,4411,5,270,191,4,499,63,5495,3558,41,3912,4565,285,4280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400.61828,40.05674,765.34115,53.92931,2192.78227,950.247,836.43123,273.31682,7.67695,198.53963,97.00799,153.13936,61.78342,103.34476,4329.66946,1800.26108,1481.21387,485.22856,189.98779,23.58713,358.30892,NA,NA,NA,NA,NA
2017,"10",619484,315249,304235,28385,146447,57380,2242,385030,14341,77222,27390,1144,195152,14044,69225,29990,1098,189878,6443,1040.05915,2377,328,2049,NA,NA,NA,NA,1122,NA,2917,NA,383.70644,104.04474,673.49253,NA,NA,NA,NA,NA,470.87576,NA,181.11848,4066,184,3882,5,3722,312,1,2399,0,184,17,1,309,5,3538,295,0,2090,2917,524,2393,1,965,84,2,998,NA,100,9,2,228,1,865,75,NA,770,656.35271,58.36656,1275.98731,17.61494,2541.5338,543.74346,44.60303,623.06833,0,238.27407,62.06645,87.41259,158.33812,35.60239,5110.87035,983.66122,0,1100.70677,470.87576,166.21782,786.56302,3.52299,658.94146,146.39247,89.20607,259.20058
2017,"11",494277,255783,238494,26095,213056,52852,1333,200941,15178,114992,25250,700,99663,10917,98064,27602,633,101278,4969,1005.30674,1920,165,1754,4,1772,0.57,35,1502,1680,11372,10870,388.44615,64.50781,735.44827,15.32861,831.70622,185.42345,42.76069,17.41805,2300.7342,2199.17172,303.87819,4729,161,4781,3,4750,122,NA,67,NA,151,4,NA,6,3,4599,118,NA,61,1711,99,1610,1,1646,31,NA,31,NA,92,1,NA,6,1,1554,30,NA,25,956.75097,62.94398,2004.66259,11.49646,2229.4608,230.83327,NA,33.34312,NA,131.31348,15.84158,NA,6.02029,27.48008,4689.79442,427.50525,NA,60.23026,346.16217,38.70468,675.06939,3.83215,772.56684,58.65436,NA,15.42741
2017,"12",13291633,6660174,6631459,455394,2256984,3657593,41111,6880551,243872,1162766,1806843,20574,3426119,211522,1094218,1850750,20537,3454432,152075,1144.14083,54690,8643.15,45914.85,161.03,19236.09,69.77,25784.35,35770.33667,1261.99,651960,642024.02,411.46186,129.77364,692.37931,35.36059,852.29182,155.81586,169.71127,374.74252,4905.04064,4830.28699,269.1192,98504,6725,91779,32,46493,12207,85,39443,5,1948,420,10,4328,27,44545,11787,75,35115,28210,3521,24689,6,12385,3003,24,13874,1,873,157,5,2529,5,11512,2846,19,11345,741.0978,100.97334,1383.99408,7.02688,2059.96144,333.74408,206.75732,573.25351,2.05026,167.53156,23.24496,48.60504,126.32369,12.76463,4070.94382,636.87694,365.19453,1016.52023,212.23878,52.86649,372.30118,1.31754,548.74115,82.10318,58.37854,201.64083
2017,"13",6961084,3526248,3434836,328475,2295266,650611,18700,3668032,169191,1220862,301960,9651,1824585,159284,1074404,348651,9051,1843447,85864.13,1233.48792,41211.78,6248.07,38782.56167,450.75,21853.87,83.42,19015,24593.52,9014.65,573383.07,552452.68,592.03107,177.18748,1129.095,137.22506,952.12799,408.51907,446.09626,518.39788,8236.97961,7936.30245,353.30015,53667,3828,49839,181,32243,1985,24,19160,9,1511,54,1,2244,172,30732,1931,23,16916,16699,1919,14780,57,9153,451,10,7665,5,650,18,1,1297,52,8503,433,9,6368,770.95751,108.55731,1450.98631,55.10313,1404.76093,305.09782,128.34225,522.35095,5.31943,123.76501,17.88316,10.36162,122.98687,107.98322,2860.37654,553.84898,254.11557,917.62877,239.8908,54.42045,430.29711,17.35292,398.77731,69.31946,53.47594,208.96764
2017,"15",937138,453831,483307,622737,27900,89206,4126,194650,313415,19017,42585,1803,86275,309322,17500,46624,2323,108375,5630,600.76531,2205,353,1852,NA,NA,NA,NA,1086,NA,1559,NA,235.29085,77.78226,383.19329,NA,NA,NA,NA,NA,166.35757,NA,115.88475,3425,271,3154,3278,230,137,25,1414,284,20,4,7,256,2994,210,133,18,1158,1559,198,1361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365.47446,59.71386,652.58728,526.38594,824.37276,153.57711,605.91372,726.43206,90.61468,105.16906,9.39298,388.24182,296.72559,967.92339,1200,285.26081,774.86009,1068.51211,166.35757,43.62858,281.60155,NA,NA,NA,NA,NA
2017,"16",1103498,544553,558945,23044,11464,138918,14458,915614,12675,4631,66094,7205,453948,10369,6833,72824,7253,461666,11944.33,1082.40613,4045.33,886.06,3257.94,63.17,132.43,155.75,3097.31,2572.45,754.88,77012,67264.72,366.59151,162.71327,582.87309,274.12776,1155.18144,492.53756,1077.25827,338.27683,6978.89801,6095.59057,233.11778,8579,1045,7534,40,242,1389,331,6374,4,12,122,58,804,36,230,1267,273,5570,5747,1203,4544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,777.43684,191.90051,1347.89648,173.58098,2110.95604,999.87043,2289.38996,696.14488,31.55819,259.1233,184.58559,804.99653,177.1128,347.18874,3366.01785,1739.81105,3763.95974,1206.49994,520.79841,220.91514,812.96013,NA,NA,NA,NA,NA
2017,"17",8577540,4269544,4307996,536251,1265758,1493361,17979,5264191,275562,665163,716214,9214,2603391,260689,600595,777147,8765,2660800,60044.895,700.02466,18617.895,1896.02333,16239.01,126.715,9327.125,88.71,5758.19167,16073.88333,704.335,255914.66,251751.95,217.05402,44.4081,376.95044,23.62979,736.88059,166.93084,493.40898,109.38417,2983.54377,2935.01342,187.39503,41427,2279,39148,149,23365,5341,61,12456,16,827,174,16,1214,133,22538,5167,45,11242,24471,1959,22512,74,12015,2210,34,6875,8,580,98,13,1058,66,11435,2112,21,5817,482.97064,53.37807,908.72879,27.7855,1845.92947,357.64962,339.28472,236.61755,5.80632,124.33043,24.29441,173.6488,46.63149,51.01865,3752.61199,664.86778,513.40559,422.50451,285.29159,45.88312,522.56316,13.79951,949.23358,147.98833,189.10952,130.59936
2017,"18",4366806,2169709,2197097,121111,444549,296808,12906,3491432,59655,228872,140543,6573,1734066,61456,215677,156265,6333,1757366,45367.17,1038.90967,19594.17,3678.665,16201.505,85.73,4336.23,32.63,13817.07,12902.96,1250.02,257778.66,263992.955,448.70713,169.54647,737.40508,70.7863,975.42228,323.7379,252.82814,395.74221,5903.13973,6045.44729,295.47821,26024,2416,23608,76,8826,1067,47,15910,5,371,50,8,1962,71,8455,1017,39,13948,12274,1726,10548,28,3513,299,19,8271,5,211,25,3,1494,23,3302,274,16,6777,595.95045,111.35134,1074.50877,62.75235,1985.38294,359.49166,364.1717,455.68695,8.38153,162.09934,35.5763,121.71003,113.14448,115.52981,3920.21402,650.81752,615.82189,793.68783,281.075,79.54984,480.08804,23.11929,790.2391,100.73852,147.21835,236.8942
2017,"19",2029809,994161,1035648,64363,86262,120394,7161,1751629,31518,39265,56308,3665,863405,32845,46997,64086,3496,888224,13748.5,677.32974,4724.5,663.68,4010.155,73.87,1086.78,66.47,2987.06667,3379.92,385.31667,133565.5,127712.92833,232.75589,66.7578,387.21216,114.77091,1259.8595,342.49215,928.22232,170.53078,6580.2004,6291.86925,166.51419,9024,806,8218,76,2183,617,155,5993,6,125,30,25,620,70,2058,587,130,5373,6063,903,5160,47,1242,344,104,4162,4,101,40,29,706,43,1141,304,75,3456,444.57385,81.07339,793.51285,118.08026,2530.6624,512.48401,2164.50216,342.13866,19.03674,318.34968,53.2784,682.12824,71.80871,213.12224,4379.00292,915.95668,3718.53547,604.91498,298.69805,90.83036,498.23878,73.02332,1439.79968,285.72852,1452.31113,237.60739
2017,"20",1889527,924810,964717,70760,127454,222470,20152,1448691,36152,59181,104996,10148,714334,34614,68273,117474,10005,734357,17626.73,932.86468,7708.73,1174.665,6621.212,63.025,1753.565,68.99,4296.82,4532.6925,271.555,146103.47,140584.6075,407.97141,127.0169,686.33724,89.06868,1375.84148,388.97717,342.34815,296.60017,7732.27744,7440.20104,239.88503,10015,903,9112,90,2761,1223,201,5684,7,161,83,28,622,83,2600,1140,173,5062,6497,1088,5409,37,1321,645,134,3769,4,128,64,30,748,33,1193,581,104,3021,530.02683,97.64168,944.5257,127.1905,2166.27175,549.73704,997.41961,392.3542,19.36269,272.04677,79.05063,275.91644,87.07411,239.78737,3808.24045,970.4275,1729.13543,689.31051,343.84267,117.64579,560.68256,52.28943,1036.45237,289.92673,664.94641,260.1659
2017,"21",2930536,1455501,1475035,53900,261029,104750,6906,2503951,27696,128346,45730,3448,1250284,26205,132683,59020,3510,1253667,36511.36667,1245.89381,24499.36667,4676.15167,19012.58,55.68667,4594.47375,36.35333,18206.43292,10979.47958,9120.59,287390.625,267401.61,836.00292,321.27437,1288.95789,103.31478,1760.1392,668.11933,526.40216,727.10819,9806.75975,9124.66559,374.65773,23543,3021,20522,0,5017,328,14,17858,0,211,14,2,2753,0,4806,314,12,15105,21433,4877,16556,17,2939,120,14,15938,4,217,12,5,4094,13,2722,108,9,11844,803.36839,207.5574,1391.28902,0,1922.00867,313.12649,202.72227,713.19287,0,164.39936,30.61448,58.00464,220.18997,0,3622.16712,532.02304,341.88034,1204.86541,731.36791,335.07363,1122.41404,31.53989,1125.92854,114.55847,202.72227,636.51405
2017,"22",3066326,1544594,1521732,63695,1012924,156220,21920,1811567,32006,530906,69342,11109,901231,31689,482018,86878,10811,910336,46570.9,1518.78502,31418.9,2988.32,27714.78,100.312,16806.626,51.29,11488.71,14627.926,12493.902,262069.84,254066.452,1024.64317,193.46961,1821.26551,157.48803,1659.21886,401.63359,233.98723,634.18631,8546.70508,8285.69604,477.05058,33739,1957,31782,91,22477,36,24,11109,3,795,1,1,1156,88,21682,35,23,9953,16408,1932,14476,15,8846,61,14,7361,1,506,5,3,1390,14,8340,56,11,5971,1100.30701,126.69996,2088.54121,142.86836,2219.02137,23.04442,109.48905,613.22601,9.37324,149.74402,1.44213,9.00171,128.269,277.69889,4498.17227,40.28638,212.74628,1093.33257,535.10292,125.08141,951.28446,23.54973,873.3133,39.0475,63.86861,406.3333
2017,"23",871198,436531,434667,13300,15259,14963,7018,820658,7410,6599,7278,3576,411668,5890,8660,7685,3442,408990,4133.5,474.4616,1746.5,247.25,1460.91667,8.6175,162.3925,16.27,1214.0075,1018.495,62.67,37108.986,32215.15,200.47108,56.63973,336.1002,64.79323,1064.24078,384.74905,231.83243,147.93099,4259.53526,3697.79889,116.90741,2404,227,2177,12,216,118,71,1943,1,7,9,9,196,11,209,109,62,1747,991,137,854,8,159,NA,42,1135,1,7,NA,8,169,7,152,NA,34,966,275.94186,52.00089,500.84317,90.22556,1415.55803,788.61191,1011.68424,236.76123,13.49528,106.07668,123.66035,251.67785,47.61118,186.75722,2413.39492,1418.34743,1801.27833,427.14981,113.75141,31.3838,196.47224,60.15038,1042.008,NA,598.4611,138.30365
2017,"24",4076936,2069516,2007420,294256,1288448,409650,12510,2072072,154356,683263,191893,6514,1033490,139900,605185,217757,5996,1038582,28689,703.69022,9380,1232,8398,73.66,5616.09,17.2,3364.39,6495.61,129.11,92848.33,89662.36,230.07474,59.53083,418.34793,25.03262,435.88022,175.30331,137.49001,162.36839,2277.40465,2199.25846,159.32578,19367,848,18519,59,13427,679,103,4879,3,388,9,5,433,56,13039,670,98,4446,8284,731,7553,37,5447,209,32,2159,6,318,5,3,364,31,5129,204,29,1795,475.03812,40.97576,922.52742,20.05057,1042.10647,165.75125,823.34133,235.46479,1.94356,56.78633,4.69011,76.75775,41.89687,40.02859,2154.54778,307.68242,1634.42295,428.08368,203.19181,35.32227,376.2541,12.57409,422.75668,51.01916,255.79536,104.19522
2017,"25",4709896,2374946,2334950,364550,367843,561896,10903,3404704,189867,186382,279627,5475,1713595,174683,181461,282269,5428,1691109,19410,412.11101,10538,644,9737,151.43,2141.93,13.31,3918,5809.73,342.1,56754,57084.56,223.74167,27.11641,417.01107,41.53888,582.29462,450.35914,122.07649,115.07608,1204.99476,1212.01317,123.35156,9133,531,8602,126,2485,2398,56,3956,3,90,54,0,336,123,2395,2344,56,3620,2160,289,1871,10,546,690,5,1191,NA,57,37,2,452,10,489,653,3,739,193.91086,22.3584,368.40189,34.56316,675.55995,426.76937,513.6201,116.19219,1.58005,48.28792,19.31144,0,19.6079,70.41326,1319.84283,830.41354,1031.68755,214.06071,45.86089,12.1687,80.1302,2.74311,148.43289,122.79852,45.85894,34.98101
2017,"26",6601407,3282020,3319387,252920,974214,330628,48414,4995231,126655,505042,160498,24460,2465365,126266,469172,170130,23954,2529866,56256.83667,852.19464,16590.83667,2633.77667,14242.22667,57.78,6557.4,139.19,9117.97,8763.81,542.56,303635,282274.4,251.32274,80.24865,429.06195,22.84517,673.09647,214.68841,287.49948,182.5335,4599.54976,4275.97329,132.7567,39666,2151,37515,127,21060,276,424,17476,9,834,9,46,1245,118,20226,267,378,16231,12016,893,11123,22,4378,407,84,4876,2,253,26,14,561,20,4125,381,70,4315,600.87191,65.53891,1130.17855,50.21351,2161.7427,83.4775,875.77973,349.85369,7.10592,165.13478,5.60755,188.06214,50.49962,93.4535,4310.99895,156.93881,1578.02455,641.57548,182.0218,27.20885,335.09199,8.6984,449.38792,123.09907,173.50353,97.6131
2017,"27",3664036,1799920,1864116,204756,252372,193885,43735,2969288,104244,121712,90936,21974,1461054,100512,130660,102949,21761,1508234,16871.83,460.47119,7170.83,991.23,6088.77,233.29,1862.84,514.78333,3612.83,4612.08167,793.56,199752.67,185632.575,195.7085,55.07078,326.63042,113.93561,738.1326,440.14751,1177.05118,121.67328,5451.71145,5066.34146,125.87435,10708,734,9974,275,3654,734,1046,4978,20,113,29,162,410,255,3541,705,884,4568,8200,954,7246,173,2298,332,1011,3872,24,96,33,245,488,149,2202,299,766,3384,292.24604,40.77959,535.05254,134.3062,1447.86268,378.57493,2391.67715,167.64962,19.18576,92.84212,31.89056,737.23491,28.06193,253.70105,2710.08725,684.8051,4062.31331,302.87077,223.79693,53.00236,388.70972,84.49081,910.5606,171.23553,2311.64971,130.40163
2017,"28",1940031,984822,955209,24655,757212,61285,10094,1086785,13098,401293,25473,5278,539680,11557,355919,35812,4816,547105,26700.43,1376.28883,12730.43,1286.41667,11367.17857,46.58,6332.27929,129.34,5174.79786,6028.67929,4164.935,151585.33,134053.6,656.19725,130.62428,1190.02004,188.9272,836.26241,360.44709,1281.35526,476.15654,7813.55195,6909.86897,310.7517,19103,1415,17688,45,11936,177,27,6910,5,520,12,3,873,40,11416,165,24,6037,7553,844,6709,12,4442,57,14,3871,2,266,4,3,743,10,4176,53,11,3128,984.67499,143.68079,1851.74135,182.51876,1576.30888,288.81455,267.48564,635.82033,38.17377,129.58113,47.1087,56.83971,161.76253,346.11058,3207.47136,460.73942,498.33887,1103.44449,389.32368,85.70077,702.35938,48.67167,586.62567,93.00808,138.69626,356.18821
2017,"29",3977824,1983319,1994505,103620,499048,164673,22808,3187675,53819,258371,77792,11338,1582000,49801,240677,86881,11472,1605675,45448.51,1142.54703,12847.51,1953.93,10845.98,53.68,4080.19,22.05,7302.22,9917.3,688.92,261377.33,236126.65,322.97834,98.51819,543.79307,51.80467,817.5947,276.60879,96.6766,229.07668,6570.86211,5936.07585,249.3147,32601,3396,29205,77,10973,594,114,20787,9,468,105,30,2782,68,10505,489,84,18005,18567,3508,15059,51,3980,395,62,14626,10,292,136,22,3152,41,3688,259,40,11474,819.56869,171.22813,1464.27309,74.30998,2198.78649,360.71487,499.82462,652.10537,16.72272,181.13488,134.97532,264.59693,175.85335,136.54344,4364.77104,562.83883,732.21757,1121.33526,466.76273,176.87523,755.02443,49.2183,797.51848,239.86932,271.83444,458.82971
2017,"30",677347,330733,346614,8267,5761,26110,43945,593332,4716,2185,12653,21989,289225,3573,3624,13457,21957,304107,6399.21429,944.74683,3204.21429,441.11,2127.10429,12.56,68.35,583.8881,1686.39762,1351.55143,1284.04857,44471.5,42791.85,473.05359,133.37345,613.68101,151.92936,1186.42597,424.27094,1328.67925,284.22496,6565.54174,6317.56692,199.53605,3698,416,3282,16,91,0,817,2774,5,2,0,133,276,11,89,0,684,2498,2658,496,2162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,545.95355,125.78122,946.87462,193.54058,1579.58688,0,1859.14211,467.52914,106.02205,91.53318,0,604.84788,95.42744,307.86454,2455.84989,0,3115.17967,821.42141,392.41334,149.96992,623.74861,NA,NA,NA,NA,NA
2017,"31",1239742,606662,633080,37811,67438,132097,11169,991306,19215,31901,61622,5768,488283,18671,35589,70497,5416,503023,9027.2,728.1515,3865.2,571.94,3317.45,38.32,876.57,170.39,2084.07,2840.41,94.85,66911.16667,66469.42,311.77455,94.27655,524.0175,101.34617,1299.81613,499.02975,1525.56182,210.23478,5397.18479,5361.55265,229.11299,5313,429,4884,43,1515,708,218,2788,2,76,41,26,276,41,1439,667,192,2512,2484,350,2134,23,585,280,106,1297,2,49,28,21,221,21,536,252,85,1076,428.55691,70.71483,771.46648,113.72352,2246.5079,535.96978,1951.83096,281.24515,10.40853,238.23705,66.53468,450.76283,56.5246,219.59188,4043.38419,946.13955,3545.0517,499.38074,200.36427,57.69275,337.0822,60.82886,867.46345,211.96545,949.05542,130.8375
