"year","fips","acs_median_rent_estimate","acs_median_rent_percent_household_income_estimate","acs_median_rent_moe","acs_median_rent_percent_household_income_moe"
2019,"17013",617,30.4,148,8.3
2019,"32001",821,25.4,73,2.7
2019,"06101",1033,31,37,1.2
2019,"13291",780,30.6,71,5.8
2019,"05005",703,26.7,28,2.1
2019,"49027",726,20.8,78,4.3
2019,"21079",688,28.2,49,3.3
2019,"28067",690,32.1,36,2.2
2019,"06033",978,32,64,3
2019,"13035",850,31,76,3.2
2019,"31171",578,14.4,335,3.5
2019,"54027",655,28,27,3.4
2019,"29065",537,28.9,33,3.3
2019,"38037",545,19.6,153,11.6
2019,"28129",587,23.1,102,3.4
2019,"48093",533,25.7,98,4.1
2019,"22085",583,32.7,57,3.1
2019,"17151",313,31.3,47,7.3
2019,"51195",632,30.8,39,3.7
2019,"05001",648,26.8,31,2.8
2019,"37181",699,28,30,2.3
2019,"41045",688,28,26,2.8
2019,"25003",872,30.5,25,1.3
2019,"55125",699,26.8,27,2.6
2019,"17129",783,25,46,4.3
2019,"38011",640,25.3,108,3.9
2019,"39027",755,27.2,31,1.9
2019,"51775",913,26.1,40,2.8
2019,"37189",870,38.9,57,4.5
2019,"11001",1541,28.5,19,0.3
2019,"09007",1162,30.7,24,1.1
2019,"39151",741,26.8,9,0.6
2019,"32031",1074,28.5,18,0.5
2019,"08037",1594,32.4,73,4.4
2019,"12009",1068,30.9,15,0.9
2019,"27041",733,28.7,41,2.9
2019,"29099",855,27.6,17,1.2
2019,"20103",987,24.8,46,1.4
2019,"42079",785,27.3,14,0.8
2019,"54101",573,35.3,113,8.8
2019,"48445",701,27.7,73,11.2
2019,"13033",616,30.3,67,5
2019,"48343",682,29.3,54,2.5
2019,"06049",717,25.6,40,7
2019,"21019",699,28.2,33,1.8
2019,"47115",696,24.3,57,3.8
2019,"51045",566,23.8,88,8.6
2019,"51820",821,28.6,75,3.8
2019,"48263",475,9,200,NA
2019,"40099",698,22.8,73,2.6
2019,"13241",738,33.1,68,5.5
2019,"31061",473,19.9,111,6.8
2019,"18117",623,25.9,26,3.5
2019,"40039",728,27.4,62,2.1
2019,"42023",600,29.2,26,3.4
2019,"30001",620,37.4,73,5.1
2019,"47163",668,27.3,19,1.1
2019,"39147",696,24.6,22,1.4
2019,"19161",625,20.8,59,3.7
2019,"50021",826,30.2,42,1.6
2019,"20155",696,27.7,26,2.3
2019,"20191",716,23.7,51,2.2
2019,"36049",768,29.1,65,3.8
2019,"19151",597,21.8,31,5.5
2019,"29005",529,20.6,23,3.4
2019,"36017",678,29.7,21,1.7
2019,"38095",550,22.2,49,5.1
2019,"48135",1059,25,30,1.8
2019,"17071",558,27.7,59,4.4
2019,"29045",600,24.2,99,3.3
2019,"17051",612,26.8,20,2.4
2019,"16073",668,24.7,76,3.7
2019,"39121",653,27.4,39,2.6
2019,"01067",627,27.5,48,5.4
2019,"48185",750,32.1,73,4.2
2019,"12007",833,28.9,51,3.8
2019,"21061",660,24.9,75,3.8
2019,"05089",632,28,49,2.9
2019,"51141",573,28.7,36,4
2019,"46049",660,27.5,52,16.9
2019,"17059",439,26.3,50,6.4
2019,"22111",568,28.3,52,3.1
2019,"05133",581,23,53,3.1
2019,"51029",779,28,38,4.3
2019,"13013",994,27.6,39,1.4
2019,"51171",900,29.1,47,1.9
2019,"27121",609,25.2,62,4.2
2019,"08077",963,31.1,31,1.5
2019,"36121",659,25.6,26,2.3
2019,"04005",1181,31.3,30,2
2019,"49013",855,24.7,30,2.5
2019,"20051",711,28.8,24,2.8
2019,"12109",1312,30.6,46,1.7
2019,"17089",1148,29.9,15,0.9
2019,"12103",1112,31.8,9,0.5
2019,"42101",1042,32.5,8,0.5
2019,"42011",939,30.3,14,0.6
2019,"13223",1163,28.7,31,2.3
2019,"37063",1067,29.4,14,0.7
2019,"27053",1135,28.2,7,0.3
2019,"28053",598,33.4,57,5.5
2019,"21129",548,38.3,157,10.5
2019,"48455",748,26.9,33,8.5
2019,"02013",939,19.6,70,3
2019,"13189",695,31.7,36,6.1
2019,"12051",786,28.7,55,4.9
2019,"51830",1193,33.9,51,4.5
2019,"15005",1063,13.2,434,2.6
2019,"51163",800,24.7,63,5.9
2019,"48501",820,18.9,71,5.3
2019,"20159",581,20.5,52,8.1
2019,"48483",705,25,69,4.4
2019,"51185",656,23.9,25,2.3
2019,"30007",752,22.9,143,4.7
2019,"06107",942,33.1,17,0.8
2019,"06005",1103,32.4,44,3.5
2019,"29157",694,28.5,67,3.4
2019,"42033",666,29.3,28,1.5
2019,"20119",633,18,35,2.3
2019,"30067",789,26.6,81,3
2019,"29510",828,29.7,8,0.7
2019,"37147",794,32.3,20,1.6
2019,"51009",728,30.8,35,2.7
2019,"22115",951,26,15,1.7
2019,"20153",583,25.2,91,8.1
2019,"53025",785,23.9,35,1.3
2019,"19003",549,20.6,158,2.7
2019,"06103",872,33.8,32,2.1
2019,"40035",752,26.4,56,1.8
2019,"38047",738,23.6,323,6.4
2019,"54041",648,27.1,50,3
2019,"37013",740,30.7,33,3.8
2019,"31149",488,18.4,65,4.6
2019,"48293",701,29.5,35,4.2
2019,"37165",674,31.4,30,3.1
2019,"40077",622,26.4,47,3.4
2019,"37061",665,29,27,3.6
2019,"06003",538,17.2,166,7
2019,"35017",671,31.3,31,2.6
2019,"40067",521,26.1,36,3.2
2019,"35055",784,34.5,83,3.5
2019,"44001",1037,29.6,48,2.5
2019,"30063",863,29.7,23,1.2
2019,"37019",960,30.2,39,2.5
2019,"48393",780,20.4,81,4.2
2019,"17001",713,27.7,25,1.5
2019,"22051",972,31.8,8,0.9
2019,"56019",942,23.8,124,2.4
2019,"31091",573,17.4,120,2.1
2019,"06023",981,36.1,20,1.9
2019,"48231",899,30.7,34,2.3
2019,"33011",1191,28.7,13,0.6
2019,"39061",810,28.7,8,0.5
2019,"24035",1503,28.9,96,4.5
2019,"40143",865,27.8,6,0.4
2019,"37177",760,27.2,204,8
2019,"21053",472,23.3,47,4.6
2019,"29183",1041,25.8,22,0.9
2019,"46137",576,27.9,28,2.8
2019,"17197",1176,31.1,19,0.8
2019,"48123",838,28,59,3.5
2019,"45069",610,28.6,39,3.9
2019,"28005",661,29.2,274,12.6
2019,"05103",525,27.4,27,2.8
2019,"21169",523,23.9,32,9.3
2019,"48183",855,28.7,20,1.3
2019,"40021",666,29.3,35,2.4
2019,"18165",667,27.7,25,1.7
2019,"13021",818,33,20,1.5
2019,"21089",704,28.6,32,2.9
2019,"30091",727,23.5,43,5.3
2019,"31127",563,19.9,55,4.2
2019,"16021",613,26.1,120,2.6
2019,"53013",763,25.7,98,4.6
2019,"21173",710,23.9,40,3.2
2019,"08053",756,23.2,61,4.6
2019,"17067",617,21.8,58,3.1
2019,"48211",823,19.1,128,5
2019,"15007",1375,28.2,57,1.4
2019,"34011",1069,37.5,35,1.9
2019,"31075",425,20.7,243,3.6
2019,"26057",687,30.5,20,2.9
2019,"48213",785,29.3,34,2.3
2019,"51660",883,29.6,32,1.7
2019,"08111",1019,23.1,98,4.8
2019,"54025",681,28.4,70,2.2
2019,"47083",642,26.8,28,6
2019,"05113",639,33,40,7.8
2019,"40001",561,24.9,33,2
2019,"47173",685,27.5,84,2.5
2019,"26095",717,27.1,54,5.4
2019,"54053",615,23.9,89,4.8
2019,"18159",798,29.5,67,5.2
2019,"16027",896,29,28,1.1
2019,"18179",702,25.7,52,3.2
2019,"27017",776,26.5,34,1.9
2019,"46065",673,22.8,35,1.4
2019,"55075",679,25.5,24,3.1
2019,"55099",698,27.4,45,2.2
2019,"32019",1033,27.3,49,1.5
2019,"38067",593,20,32,3.5
2019,"37023",648,27.5,19,1.8
2019,"27045",659,25.1,27,1.8
2019,"47043",782,27.9,34,1.4
2019,"55079",880,30,5,0.4
2019,"41051",1237,30.7,11,0.4
2019,"18011",1011,25.3,48,2.3
2019,"18081",955,26.4,20,1.5
2019,"27137",770,30.2,17,0.8
2019,"47189",1065,27.5,30,1.5
2019,"45045",918,27.5,12,0.7
2019,"39085",897,26.5,16,0.8
2019,"37021",975,31.2,19,0.8
2019,"06055",1700,31.4,37,1.1
2019,"51600",1834,29.4,76,2.3
2019,"19167",726,24,68,3.7
2019,"13109",662,25.1,42,4
2019,"22083",611,31.4,31,3.7
2019,"48109",581,27.5,254,9.8
2019,"33015",1228,28.4,21,0.7
2019,"12077",595,20.7,101,5.8
2019,"54043",618,35.5,21,6.2
2019,"30035",499,22.9,54,2.1
2019,"28025",750,33,55,9
2019,"26107",712,32.6,36,2.8
2019,"31157",761,28.1,48,1.9
2019,"16015",754,26.6,53,2.9
2019,"29053",664,24.3,38,1.7
2019,"06093",856,31.1,29,2.7
2019,"29197",459,23.1,50,3.5
2019,"17135",644,24.7,48,3.8
2019,"02016",1341,18.9,78,1.2
2019,"19067",539,28.4,42,2.9
2019,"20143",662,24,63,4.3
2019,"32011",NA,24.9,NA,8.9
2019,"26011",604,28.8,38,2.5
2019,"20063",693,23.8,68,4.1
2019,"01115",819,25.6,34,1.7
2019,"26101",716,28.3,35,3.1
2019,"13119",627,27.8,46,2.9
2019,"16035",719,27.7,43,3.6
2019,"47013",614,26.3,35,1.9
2019,"46053",527,23.6,28,3.6
2019,"13229",669,30.3,45,7.3
2019,"39145",626,29.8,21,1.7
2019,"54103",703,28.2,100,2.9
2019,"13105",685,27.3,60,4.9
2019,"01061",625,26.3,41,2.3
2019,"48385",743,30.7,100,15.8
2019,"48069",627,21.5,65,3.7
2019,"53019",672,28.3,24,2.4
2019,"05069",740,29,17,2
2019,"02188",1304,22.4,89,2.3
2019,"30073",652,26.6,57,5.8
2019,"48259",1196,27.1,70,2.5
2019,"02220",1131,29.5,56,2.7
2019,"48167",1078,29.1,19,0.9
2019,"26067",768,25,43,1.6
2019,"39139",682,26.8,21,1.2
2019,"18007",708,28.8,38,2.8
2019,"26121",760,30.8,16,1.6
2019,"41043",964,29.5,20,1
2019,"39083",737,26.5,31,2.6
2019,"42111",607,27.7,19,1.9
2019,"28073",927,26,31,3.2
2019,"49011",1105,25.9,22,1.1
2019,"13117",1380,27,35,1.4
2019,"55009",795,25.5,10,1
2019,"23005",1131,28.8,17,0.6
2019,"27109",968,28.1,20,1
2019,"18183",722,25.4,38,2.8
2019,"39107",679,21.5,19,2.1
2019,"39155",677,30.2,13,1.1
2019,"48075",745,26.3,90,2.7
2019,"28029",733,29.9,43,6.8
2019,"28019",556,32.5,128,5.1
2019,"49037",644,23.5,39,4.7
2019,"48163",818,24.2,97,5.9
2019,"38079",397,20,33,2.9
2019,"35037",563,26.6,39,5.8
2019,"05093",632,25.4,23,3.2
2019,"48115",645,28.5,42,4.3
2019,"45033",590,35.2,24,5.6
2019,"54013",611,23.2,123,2.9
2019,"01015",716,27.6,24,1.9
2019,"40153",805,24.7,46,3.3
2019,"31107",517,20.1,79,3.1
2019,"31071",443,24.5,118,5.8
2019,"48459",832,26.6,79,3.4
2019,"53027",775,29,33,1.2
2019,"20181",819,24.8,143,5.7
2019,"18067",700,27.2,20,2.1
2019,"20189",671,25.3,28,7.4
2019,"12131",979,32.6,75,2.5
2019,"18021",670,24.1,75,2
2019,"16069",727,29.7,22,2.2
2019,"38003",679,23.7,76,3.9
2019,"06031",990,29.2,24,1.1
2019,"19107",679,28.3,42,2.8
2019,"53045",988,30,52,4.5
2019,"48469",918,29.1,33,1.7
2019,"55007",653,25.9,61,3.2
2019,"40097",745,23.3,28,1.6
2019,"48033",NA,18.9,NA,4.8
2019,"47171",630,28.3,37,2.6
2019,"13143",677,29.8,27,2.9
2019,"40105",613,26.7,36,3.3
2019,"54067",601,31.7,39,4.5
2019,"01017",749,22.7,23,4.4
2019,"13001",560,20.1,116,3.5
2019,"35031",672,23.3,32,1.9
2019,"40069",624,24.9,54,5
2019,"13095",746,30.7,17,1.4
2019,"48189",647,23,37,2.3
2019,"29185",574,23,75,5.2
2019,"31081",739,23.4,65,1.6
2019,"19059",844,28.4,40,4.6
2019,"56023",852,24.5,79,3.7
2019,"45007",778,28.2,19,1.2
2019,"37101",857,29.3,22,1.6
2019,"24015",1126,30.7,37,2.3
2019,"17119",824,29.6,21,1.1
2019,"26145",780,31.8,18,1.2
2019,"51073",1084,28.6,83,3.1
2019,"48041",948,36.3,13,1.6
2019,"27067",776,27.6,51,1.4
2019,"27075",662,26.2,41,5.7
2019,"41009",921,32.7,39,2
2019,"27057",696,27.4,63,1.8
2019,"12119",914,37,57,2.7
2019,"36007",776,32.5,14,1.2
2019,"18151",783,22.1,34,1.8
2019,"26149",722,26.9,20,1.4
2019,"18051",659,22.8,31,3
2019,"40037",797,25.7,19,1.4
2019,"30095",791,20.5,63,4.7
2019,"06097",1621,32.4,20,0.8
2019,"01089",857,27.9,13,0.9
2019,"55055",857,26.3,18,1.6
2019,"13219",1001,26.7,81,3
2019,"51025",668,29,59,5.4
2019,"42053",520,33.8,203,7.1
2019,"13261",736,31.5,28,3.1
2019,"26125",1080,26.8,8,0.5
2019,"06059",1854,33.2,7,0.3
2019,"13003",454,25.8,113,4.7
2019,"48201",1078,30,4,0.3
2019,"48127",724,24.8,289,5.7
2019,"13303",646,25.5,34,3.5
2019,"05123",633,31.3,30,2.9
2019,"48129",664,26.1,43,4.3
2019,"48153",724,24.5,65,5.3
2019,"20183",473,19.7,50,3.5
2019,"40031",835,26.7,23,1.4
2019,"41061",818,26.3,39,2.3
2019,"47089",681,25.1,30,2.7
2019,"30093",638,29.9,36,2.5
2019,"30105",581,23,133,2.6
2019,"51103",763,26.2,88,3.7
2019,"37009",634,26,54,2.3
2019,"51091",618,19.9,85,16.7
2019,"46039",629,20.8,177,4.5
2019,"26079",702,28.7,39,2.1
2019,"31001",722,27.3,33,2.2
2019,"27065",816,28.8,63,2.4
2019,"27153",649,25.5,53,2.2
2019,"51121",992,30.4,32,1.9
2019,"49047",811,23.8,91,2.7
2019,"40119",817,38.7,28,2.8
2019,"19071",661,20.5,71,2.7
2019,"36095",790,27.6,31,2
2019,"20123",561,20.5,39,4.1
2019,"05025",630,21.6,22,4.6
2019,"21083",639,29,35,2.9
2019,"40133",649,26.3,25,2.1
2019,"08083",815,24.8,88,2.8
2019,"46105",590,24.6,42,5.2
2019,"16023",656,24.5,95,6
2019,"48045",675,22,150,7
2019,"40127",551,28.4,42,2.5
2019,"37041",798,23.9,59,1.8
2019,"48063",722,32.6,69,5.3
2019,"22001",662,35.5,35,3.5
2019,"54075",622,25.4,44,6.1
2019,"33017",1091,28,24,1.3
2019,"48071",918,24.9,75,9.7
2019,"19125",721,22.6,24,1.7
2019,"33005",949,28.5,29,1.2
2019,"27115",781,29.3,40,2.6
2019,"12033",983,29.5,15,0.7
2019,"12017",843,33,22,1.6
2019,"50011",999,27.2,56,2.1
2019,"39029",663,27,19,1.8
2019,"34025",1399,32.9,18,0.8
2019,"46127",854,21.5,52,3.9
2019,"17201",799,28.8,14,0.9
2019,"13265",547,26.4,83,8.7
2019,"01105",507,33.9,197,6.3
2019,"48253",727,25,67,3.8
2019,"46007",564,20.6,91,4.8
2019,"31153",1006,25.3,20,0.8
2019,"35053",715,31.2,107,4.9
2019,"28157",561,36.4,168,7.3
2019,"54033",767,27.8,29,1.7
2019,"20023",591,21.4,102,9.5
2019,"51005",653,29.9,86,8.9
2019,"38049",565,20.7,54,4
2019,"37111",645,24.3,34,1.4
2019,"47079",643,29.8,27,2.7
2019,"29013",654,26,59,1.8
2019,"20089",508,36.5,64,5.6
2019,"39067",607,25.4,38,4.3
2019,"41055",742,28.1,120,5.7
2019,"16025",853,32.2,144,2.4
2019,"29145",699,25.6,21,2.1
2019,"20071",720,19.4,128,5
2019,"40101",681,29.9,17,1.8
2019,"30045",585,15.6,89,10.3
2019,"29081",531,23.6,79,3
2019,"51680",857,30.8,21,1.7
2019,"21041",650,29.1,102,7.1
2019,"47177",640,27.8,23,2.5
2019,"21181",593,24.9,37,7.6
2019,"01093",512,27.1,38,2.4
2019,"13131",778,34.4,30,4
2019,"48007",1012,30.9,109,4.6
2019,"12043",781,32.1,43,2
2019,"12015",1032,34.7,31,1.7
2019,"08093",1125,37.2,120,9.1
2019,"46125",661,26.4,42,2.8
2019,"12087",1627,34,50,1.5
2019,"48065",831,18.6,89,4.9
2019,"34033",1019,33.9,40,1.5
2019,"27151",656,25.3,40,2.9
2019,"18063",1076,26,30,1.9
2019,"09009",1153,31.6,9,0.6
2019,"51085",1159,24.9,30,1.7
2019,"53035",1249,29,26,0.8
2019,"27123",1007,29.4,12,0.4
2019,"51061",1281,25.4,70,2.4
2019,"12081",1144,32,18,0.9
2019,"12127",1046,34,15,1.1
2020,"01005",587,29.3,31,3.6
2020,"21147",543,28.1,40,2.3
2020,"13251",570,26.2,26,5.3
2020,"13155",582,26,75,7.1
2020,"48279",715,29.8,83,4.8
2020,"47097",644,27.6,34,2.4
2020,"02164",775,15.6,101,2.7
2020,"21071",644,29.6,64,6.2
2020,"21049",724,27.7,39,2.5
2020,"40013",761,26.8,17,1.2
2020,"48143",951,32.7,102,3.6
2020,"30109",924,13.7,79,12.3
2020,"16017",913,26.6,46,2.2
2020,"13311",844,26.9,44,4.6
2020,"17159",569,22.5,39,5.1
2020,"17005",603,22.9,58,5.1
2020,"54009",546,21.8,62,4.8
2020,"20089",516,33.3,56,7.9
2020,"48461",781,18.4,269,2.3
2020,"29121",545,25.2,64,3.9
2020,"48055",946,32.9,52,4.4
2020,"20161",943,31.6,25,1.6
2020,"21179",799,24.1,41,1.3
2020,"16083",828,28.2,32,1.8
2020,"56045",761,25.6,123,6.4
2020,"18023",752,27.8,34,3.4
2020,"55053",704,25,28,2.4
2020,"12083",929,29.7,18,1.3
2020,"47047",777,30.2,56,3.2
2020,"55037",478,17.7,72,4.1
2020,"19179",767,29,46,2.9
2020,"16033",669,31.7,11,1.6
2020,"35061",856,27.4,110,2.1
2020,"29163",622,24.3,41,3.1
2020,"22001",659,32.6,42,6.2
2020,"13125",628,27.8,101,10.5
2020,"27087",633,24.5,61,2.2
2020,"48093",525,25.7,133,5.3
2020,"13079",685,23.7,74,5.3
2020,"37103",627,35.4,41,3.3
2020,"22077",835,34,59,5.4
2020,"47087",601,27.8,73,8
2020,"01053",606,28.7,48,2.1
2020,"21209",934,24.6,39,1.4
2020,"39069",738,22.3,37,2
2020,"17141",763,24.6,29,1.8
2020,"46065",735,22,58,2.2
2020,"18163",815,29.6,15,1.2
2020,"50001",1028,26.7,49,2.8
2020,"42103",1204,34.5,62,4.4
2020,"18105",949,34.4,27,1.7
2020,"19195",586,18.6,59,2.8
2020,"17139",695,22.1,72,4
2020,"26041",548,26.2,45,1.8
2020,"06081",2435,29.2,25,0.6
2020,"31153",1050,25.7,23,1
2020,"37119",1195,28.1,9,0.5
2020,"23005",1193,28.9,22,0.7
2020,"47149",1117,28.7,23,1
2020,"06113",1369,31.2,30,1.2
2020,"49057",958,25.9,20,1.1
2020,"05107",573,29,25,3.5
2020,"35023",544,25.8,130,4.6
2020,"12029",628,28.1,129,4.9
2020,"40055",583,24.8,97,8.4
2020,"25017",1714,27.8,14,0.4
2020,"13163",575,28.7,52,3.6
2020,"51081",891,25.6,68,3.6
2020,"21115",623,31.2,24,4.2
2020,"21109",526,27.7,55,3.4
2020,"28147",585,23,78,9.4
2020,"13299",674,31.1,25,2.4
2020,"48271",672,26.3,229,4.9
2020,"36035",777,29.6,23,1.8
2020,"51125",834,27.9,97,3.6
2020,"48217",758,26.6,35,2.2
2020,"21077",711,24.1,51,3.6
2020,"40103",643,19.5,167,3.4
2020,"41033",930,34.2,51,1.7
2020,"48281",782,28.6,57,5.3
2020,"48479",851,31.9,15,1.6
2020,"13291",705,27.8,110,5.2
2020,"54029",679,25.4,55,2.2
2020,"48043",698,30.3,46,7.6
2020,"32033",788,21.5,165,4
2020,"53065",709,26,36,2.9
2020,"53023",565,14.2,59,8.8
2020,"17081",717,26.3,24,2.5
2020,"48099",894,27.9,51,1.7
2020,"12053",996,33,25,1.6
2020,"47127",647,19.5,107,21.5
2020,"08079",750,27.1,159,8.2
2020,"56001",818,36.3,38,4.4
2020,"48149",804,23.4,90,4.2
2020,"13297",1023,30.4,41,3.2
2020,"08051",998,29.5,96,4.3
2020,"36109",1144,36.7,33,2.9
2020,"22017",806,35.5,16,1.7
2020,"48469",961,28.9,25,1.6
2020,"16067",717,25.2,57,3.6
2020,"17015",621,22.3,45,2.3
2020,"05131",715,26.4,23,1.3
2020,"40047",814,24.8,41,3.2
2020,"29225",652,24.4,35,1.9
2020,"48349",806,30.9,41,2.3
2020,"08083",802,30.3,99,2.6
2020,"40065",722,24.6,50,2.3
2020,"12075",704,31.1,44,3.8
2020,"13023",624,27.3,50,4.5
2020,"01041",540,21.5,17,6.2
2020,"13223",1198,25.3,37,2.1
2020,"45019",1228,31.7,21,1.3
2020,"19081",755,24.3,123,4.5
2020,"27127",651,24.3,48,3.7
2020,"55119",658,26.7,42,3.2
2020,"31019",797,26.3,31,1.8
2020,"30049",863,26.6,37,1.5
2020,"26157",727,26.1,20,2.1
2020,"39155",684,29.5,13,1.3
2020,"27133",691,20.4,74,3.3
2020,"30095",800,22.7,48,4.6
2020,"48383",857,21.3,191,2
2020,"12073",1024,34.2,18,1
2020,"13103",1009,24.5,68,2.3
2020,"27045",677,24.4,31,2
2020,"27003",1162,28.3,23,0.9
2020,"49049",1102,28.9,20,0.7
2020,"09007",1174,30.4,28,1.2
2020,"16001",1062,27.7,18,0.8
2020,"51013",2005,25.3,27,0.7
2020,"12109",1355,32.8,50,2.1
2020,"41005",1356,30.3,17,1.1
2020,"12057",1186,31.4,9,0.6
2020,"19121",827,25.1,83,4.3
2020,"19031",700,21.1,53,2.2
2020,"01063",559,29,98,12.9
2020,"51595",756,34.5,106,3.9
2020,"45089",660,29.8,71,5.4
2020,"24039",766,37.2,52,2.9
2020,"22125",819,29.6,156,9
2020,"12077",720,23.9,87,3.8
2020,"48411",777,33.2,33,6.3
2020,"01037",611,27.3,74,12.2
2020,"48313",789,18.1,139,1.8
2020,"54087",501,30.3,45,9.7
2020,"51520",712,27.9,28,2.2
2020,"48109",594,20.5,542,14.5
2020,"20159",604,21.4,57,9.1
2020,"48475",850,22.1,72,5.1
2020,"56017",739,26.1,120,3.7
2020,"51155",749,23.9,43,3.3
2020,"08111",1038,25.9,87,9.5
2020,"29105",652,22.5,36,2.3
2020,"39067",585,27.1,31,5.1
2020,"21089",732,27.3,25,4.3
2020,"13179",1064,28.9,30,1.3
2020,"49033",646,16.4,191,6.1
2020,"55033",822,26.1,30,2.1
2020,"18017",660,24.4,20,1.8
2020,"36053",768,27.2,33,1.7
2020,"26149",734,25.5,27,1.7
2020,"36015",862,31.6,33,1.4
2020,"55057",779,24.9,27,1.9
2020,"48431",773,26.8,154,5.8
2020,"01029",659,26.5,60,3.1
2020,"38041",729,25.3,139,4.5
2020,"13233",720,30.7,36,3.8
2020,"13119",671,24.7,42,2.9
2020,"51117",707,26.8,28,3
2020,"47071",612,30.7,33,6.5
2020,"50009",721,30.3,30,4.1
2020,"35039",629,27.2,20,3.5
2020,"28101",632,25.7,91,4.1
2020,"48297",782,23.4,79,4.2
2020,"17151",325,26.4,107,14.8
2020,"39053",694,26.2,29,3.8
2020,"22049",575,26.7,89,6.3
2020,"05103",562,29.6,58,5
2020,"55095",770,26.1,33,1.8
2020,"39099",684,29.1,11,1.1
2020,"21037",843,29.1,23,2
2020,"27121",672,27.4,66,3
2020,"27075",680,25.4,58,6.2
2020,"18069",697,28,29,1.8
2020,"18145",794,25.9,21,2.2
2020,"04005",1185,31.5,35,1.9
2020,"31053",771,24.1,25,2.2
2020,"27149",724,27.7,70,4.5
2020,"19193",802,25.7,19,1.2
2020,"29165",1073,24.6,29,1
2020,"53063",950,30.1,12,0.7
2020,"19017",677,24.4,75,2.7
2020,"01089",887,27.4,14,0.9
2020,"26089",961,28.5,102,4.6
2020,"19167",693,26.5,67,4.7
2020,"53067",1275,31.1,25,1
2020,"27131",882,29,37,1.4
2020,"54021",597,23.9,42,4.4
2020,"13043",606,30.5,43,5.4
2020,"13007",532,19.2,22,7.5
2020,"21165",592,19.4,36,5.7
2020,"21197",693,32.5,95,3.7
2020,"21095",541,31.6,25,3.4
2020,"48283",680,18.5,70,15.8
2020,"08109",635,25.7,32,9
2020,"48351",681,36.5,162,15.7
2020,"51159",842,24.6,104,3.4
2020,"01025",599,29.1,64,5.4
2020,"35041",752,30.8,56,5.5
2020,"30021",751,26,165,3.5
2020,"48195",734,29,122,14.3
2020,"26097",637,25.6,37,3.5
2020,"20129",603,22.5,74,15.2
2020,"45041",783,27.3,22,1.9
2020,"26051",593,28.2,24,1.5
2020,"47003",779,27.9,31,2.6
2020,"55103",688,25,44,2.5
2020,"20189",728,25.9,80,5.8
2020,"36121",681,22.4,28,3
2020,"42097",680,26.1,21,1.6
2020,"31075",825,21.8,276,8.2
2020,"08087",902,28.4,48,2.4
2020,"19039",601,27,157,9.7
2020,"18101",554,21.7,106,9.7
2020,"01069",769,27.2,13,0.9
2020,"20203",690,32.7,102,10.7
2020,"37175",731,28.3,43,2.7
2020,"01031",802,24.8,42,1.4
2020,"37147",793,29.6,19,1.5
2020,"16073",662,23.6,109,5.3
2020,"29045",601,25,132,3.2
2020,"02282",1071,17.5,60,7.6
2020,"38043",633,19.3,153,4.6
2020,"48321",851,31.2,51,4.8
2020,"05083",589,22.2,28,4.7
2020,"12133",686,30.3,75,3.3
2020,"21177",610,24.5,62,2.3
2020,"48457",765,28.4,77,5.9
2020,"54085",556,26.3,87,10.6
2020,"29001",638,32,45,2.9
2020,"30059",581,27.8,191,9.7
2020,"12019",1158,29.4,30,1.7
2020,"48139",1104,28.9,37,1.3
2020,"41003",1145,36.7,36,2
2020,"37029",942,24.8,119,6.5
2020,"45057",785,28.1,56,1.8
2020,"18073",786,27.4,34,2.3
2020,"36093",964,29,24,1.2
2020,"49023",705,21.7,183,4.5
2020,"27167",539,31.5,84,4.2
2020,"27083",687,28.4,73,2.6
2020,"27031",735,21.8,89,5.4
2020,"19043",656,22.2,36,1.8
2020,"27061",738,32.6,38,2.8
2020,"27053",1176,27.9,9,0.3
2020,"27109",1028,28.7,43,1.3
2020,"34037",1337,29.9,50,2.7
2020,"29047",995,27.4,22,1.1
2020,"55111",812,26.6,24,1.4
2020,"48367",1049,27.7,46,1.7
2020,"18089",885,29.6,15,0.9
2020,"28103",543,28.9,54,6
2020,"48315",726,29.3,40,11.1
2020,"48389",859,35.6,82,17.9
2020,"05073",513,37.8,88,13.3
2020,"02070",997,24.1,132,3.1
2020,"28119",535,29.2,94,4
2020,"29067",586,29.3,73,8.4
2020,"28007",496,41,55,4.1
2020,"02100",695,14.9,265,14.2
2020,"47035",693,27.9,51,1.9
2020,"26061",639,33.4,29,3.7
2020,"20097",619,26.3,29,3.7
2020,"20083",750,22.9,160,3.5
2020,"16029",625,20,109,5.2
2020,"29031",795,28.2,41,1.4
2020,"48135",1073,27.1,35,2.4
2020,"26109",579,26.1,29,2.5
2020,"13227",874,28.9,57,4.3
2020,"37197",632,30.8,30,2
2020,"42039",676,24.2,25,1.2
2020,"53043",747,23,49,1.7
2020,"26007",580,28.4,37,1.1
2020,"24011",1003,32,74,2.6
2020,"22085",594,34.2,72,3.5
2020,"46091",642,18.9,39,2.5
2020,"32017",621,16.1,47,6.9
2020,"26039",752,30.5,67,4.1
2020,"28139",558,23.9,50,5.3
2020,"05121",637,27.4,39,5.2
2020,"29201",719,27,25,2.2
2020,"48433",600,17.3,456,6.8
2020,"30065",767,29.7,32,7.6
2020,"37011",759,30.3,59,7
2020,"35017",690,29.7,37,3
2020,"26095",739,27.6,59,5.4
2020,"13189",719,29.7,46,5.1
2020,"12051",833,31.6,48,7.5
2020,"05035",734,30.8,14,2.2
