"year","fips","acs_median_rent_estimate","acs_median_rent_percent_household_income_estimate","acs_median_rent_moe","acs_median_rent_percent_household_income_moe"
2013,"30093",597,29.1,26,1.9
2013,"01043",605,30.8,22,2.6
2013,"13245",763,33.4,14,1.1
2013,"20029",554,25.6,45,3.4
2013,"20055",670,23.7,24,2.1
2013,"48467",679,32.3,40,2.8
2013,"48147",682,33.1,37,4.2
2013,"22023",723,17.8,118,7.3
2013,"08007",913,29.8,94,7.3
2013,"37035",674,29.5,15,1.6
2013,"01101",812,33.7,14,1.3
2013,"51187",960,31.9,54,2.9
2013,"26159",630,31.4,23,2.1
2013,"42065",566,27.3,16,1.2
2013,"27067",627,30.9,27,2.4
2013,"30021",487,24,42,3.2
2013,"01083",615,29.1,19,1.7
2013,"20193",432,24.6,17,6.6
2013,"42061",543,25.7,25,2.3
2013,"20129",549,21.9,112,9.7
2013,"47085",585,22.8,33,3
2013,"29129",532,24.1,55,2.2
2013,"54071",589,23.3,112,2.2
2013,"01021",626,30,46,2.6
2013,"21027",513,28.6,21,3.9
2013,"20019",614,25.9,51,9
2013,"13171",645,27.7,62,5.1
2013,"01049",518,25.9,16,2.3
2013,"47023",616,29.4,30,6.1
2013,"48155",480,29.4,167,10
2013,"39051",668,27.9,45,1.8
2013,"17163",795,31.9,15,0.9
2013,"01069",663,29.2,8,0.8
2013,"26089",822,30.5,31,6.5
2013,"17011",636,26.4,38,2.2
2013,"31005",660,18,139,14.9
2013,"45007",655,32.4,14,1.5
2013,"55025",895,30.2,8,0.7
2013,"29183",877,27.4,17,0.9
2013,"51041",1077,30.1,15,0.9
2013,"39113",723,31.5,8,0.7
2013,"18173",766,31.1,39,3.5
2013,"12019",1013,28.5,34,1.2
2013,"17031",963,31.8,3,0.3
2013,"21001",454,26.8,42,2.8
2013,"29133",557,29.3,48,2.6
2013,"45033",546,29.9,31,7.4
2013,"29179",500,31.1,45,6.5
2013,"28019",523,27.8,128,5.3
2013,"40055",609,24,62,5.8
2013,"13239",624,33.4,62,4.4
2013,"51131",672,28.9,22,2.6
2013,"13053",1212,29.6,50,2
2013,"05041",553,34,29,3.8
2013,"13081",582,34,25,3
2013,"48127",600,23.6,95,8.1
2013,"53015",747,35.3,18,1.8
2013,"13047",705,28.2,34,2.4
2013,"29157",680,27.7,70,3.1
2013,"32001",840,27.2,26,2.4
2013,"47051",632,25.6,48,2.1
2013,"29073",563,28,55,4
2013,"36035",699,31.4,23,2.4
2013,"51570",881,27.4,24,1.7
2013,"29113",733,29.4,34,2.9
2013,"18035",675,37.7,18,1.8
2013,"47141",599,37.6,18,3.8
2013,"51113",854,33,117,7.7
2013,"41021",691,24.4,42,6
2013,"26033",601,30.2,22,2.6
2013,"40099",616,22.9,42,2.7
2013,"45071",637,30.6,34,2.1
2013,"05063",589,33.7,26,4.3
2013,"37033",592,36.2,64,3.4
2013,"21199",582,33.5,33,3.4
2013,"13083",667,29.7,60,9.9
2013,"30055",451,21.4,84,9.8
2013,"40001",518,27.6,21,2.7
2013,"54019",561,27.2,25,2.1
2013,"48321",658,27.4,54,4.2
2013,"45025",592,36.8,35,4
2013,"48189",585,26.3,31,2.1
2013,"48419",568,28.8,30,3.9
2013,"13001",524,23.4,75,5.1
2013,"48471",730,39.9,27,4.5
2013,"40077",475,24.8,22,3
2013,"01037",574,27.8,59,7.6
2013,"22033",817,33.3,11,0.9
2013,"42007",623,28.4,17,1
2013,"55083",590,28.4,21,1.7
2013,"26111",713,29.9,18,1.8
2013,"19023",562,21.2,36,1.7
2013,"38059",661,26,67,2.4
2013,"51685",1469,28.3,92,5
2013,"36093",835,32.4,14,1.4
2013,"17007",721,29.9,38,2.5
2013,"04021",966,30,24,1.3
2013,"46087",531,23.9,134,3.4
2013,"18029",713,29.6,37,3.7
2013,"54037",899,26.9,44,2.8
2013,"51760",883,33.7,12,0.9
2013,"18073",688,25.5,28,3.3
2013,"19151",504,21.8,55,4.3
2013,"56033",748,26.9,47,2.3
2013,"31051",523,23.5,57,2.7
2013,"39081",575,28.6,21,1.5
2013,"42041",854,27.1,14,0.8
2013,"21111",721,29.3,6,0.5
2013,"27025",781,31.9,41,3
2013,"29047",807,26.8,20,0.9
2013,"13135",1002,32.1,12,0.8
2013,"05099",614,32.3,126,4.5
2013,"21133",535,32.2,41,7.9
2013,"47061",483,28.6,25,4.6
2013,"13205",565,33.2,64,2.4
2013,"32003",1019,31.1,7,0.4
2013,"01047",537,36.4,39,4.1
2013,"35051",572,33.2,60,4.7
2013,"21237",461,50,51,14.5
2013,"48079",446,18.4,47,4.6
2013,"13173",646,30,47,13
2013,"28135",469,26.2,80,4
2013,"23027",706,32,29,2.7
2013,"42119",706,29.5,47,2
2013,"53025",672,27,25,1.3
2013,"05145",620,30.2,20,2
2013,"02275",772,31.5,110,8
2013,"45043",803,33.6,58,4.4
2013,"46075",464,32.5,153,26.4
2013,"17025",524,21.9,41,3.6
2013,"17175",562,20.5,22,1.7
2013,"50011",861,32.2,28,2.6
2013,"46069",467,20,75,28.2
2013,"30109",533,24.1,179,5.1
2013,"55129",631,30.2,31,2.9
2013,"39129",732,28.7,26,2.1
2013,"30103",625,10,181,NA
2013,"19123",560,26.6,45,3.2
2013,"46135",549,28.3,31,2
2013,"48499",699,27.1,40,3.4
2013,"18041",638,36.3,23,3.7
2013,"28145",638,29.9,53,3.6
2013,"21081",719,29,42,5.1
2013,"13211",901,30.4,92,5.8
2013,"47107",598,31,26,1.9
2013,"06035",867,29.7,56,2.8
2013,"29199",411,20.6,72,2.9
2013,"41045",601,36,25,3.5
2013,"06113",1082,34.8,18,1.4
2013,"20177",710,29.9,17,1
2013,"20121",758,31.1,90,4.1
2013,"45013",1039,30.5,27,1.4
2013,"29071",664,26.8,25,1.5
2013,"36021",851,27.9,25,1.6
2013,"24003",1454,29.8,23,0.9
2013,"38017",674,26.4,10,0.9
2013,"31109",715,29.1,10,0.7
2013,"08031",883,29.9,9,0.4
2013,"42045",964,32.4,10,0.8
2013,"12101",911,33.3,15,1.1
2013,"51061",1138,27.1,42,2.3
2013,"31025",775,24.2,61,2.8
2013,"37135",872,32.7,12,2
2013,"28125",488,29.7,37,6.1
2013,"47091",506,29.1,50,3.5
2013,"35029",573,25.9,58,2.6
2013,"47067",365,28.4,50,2.4
2013,"13141",666,39.6,94,13.1
2013,"21169",518,23.4,35,2.8
2013,"01023",593,27.8,155,5.8
2013,"51520",623,28.6,43,2.6
2013,"21157",591,28.8,32,2.5
2013,"22097",569,33.1,21,2.8
2013,"18053",610,27.9,27,1.4
2013,"36105",843,32.6,30,1.7
2013,"49025",796,25.8,94,2.9
2013,"13045",793,34.9,32,2.8
2013,"47167",752,29.8,37,2
2013,"51009",671,24.9,29,3.9
2013,"37045",642,32.1,21,1.3
2013,"54069",532,30.1,18,1.9
2013,"48369",617,20.2,41,5
2013,"48357",679,21.6,23,2.7
2013,"41071",902,32,28,2.5
2013,"19041",524,26.5,43,4.4
2013,"26047",744,32.4,31,3.1
2013,"27047",546,26.6,41,1.8
2013,"37109",665,30.9,26,1.5
2013,"08113",1127,29.2,73,3.3
2013,"41043",798,31.6,22,1.3
2013,"01001",851,30.4,26,2.2
2013,"40073",665,24.3,57,3.6
2013,"17067",539,22.3,20,2.3
2013,"22017",725,31.3,12,1.1
2013,"48295",632,15.8,49,2.7
2013,"01115",757,27.8,39,3.8
2013,"17183",618,29.8,17,1.8
2013,"39075",564,20.8,40,4.2
2013,"21191",584,24.3,28,2.3
2013,"17145",515,28.4,32,5.2
2013,"48177",545,25.4,29,2.8
2013,"40065",673,25.8,26,2.1
2013,"48151",550,21.2,113,3.6
2013,"51175",734,31.2,55,2.8
2013,"54035",562,28.8,30,4.6
2013,"26053",594,33.2,56,5.2
2013,"20207",491,27.3,39,2.6
2013,"48119",636,41.5,105,11.7
2013,"05113",526,29.5,56,3
2013,"28013",501,29.4,33,4.8
2013,"01061",573,28.6,40,2.4
2013,"28117",491,29.9,31,4.6
2013,"51099",1109,26.7,44,2.4
2013,"27055",585,29.1,40,2.6
2013,"42001",820,29.7,28,1.7
2013,"24037",1233,26.7,49,1.9
2013,"13051",926,33.6,13,0.9
2013,"56011",720,18,43,4.5
2013,"18179",577,28.7,29,2.6
2013,"02016",1246,20.3,77,2.1
2013,"13097",918,31.6,27,1.7
2013,"13145",893,29.9,72,7.7
2013,"06041",1628,32.9,29,1.1
2013,"28033",936,27.7,22,1.2
2013,"51027",596,38.8,35,5
2013,"29103",447,27,83,5.9
2013,"49031",625,30,99,17.2
2013,"28159",567,36.9,65,6.1
2013,"28007",563,28.4,62,5.5
2013,"28153",542,28.8,43,9.9
2013,"05101",332,19.8,63,8.7
2013,"31083",546,21.3,66,2.6
2013,"48451",721,29.1,24,1.4
2013,"45041",647,29.2,15,1.3
2013,"20089",512,18.8,40,3.8
2013,"49007",605,27.2,68,2.1
2013,"40115",595,29.3,17,1.4
2013,"18103",632,26.5,36,3.7
2013,"13179",914,30.3,39,1.6
2013,"18009",595,29,39,2.9
2013,"37175",659,31.7,37,4.2
2013,"53077",746,32.3,16,1.1
2013,"55091",589,27.4,65,2.1
2013,"30091",545,25.3,96,5.4
2013,"17075",621,29,29,2.1
2013,"39003",647,32.8,14,1.6
2013,"19157",606,27.8,38,3.5
2013,"19069",525,20.2,47,2.8
2013,"20139",671,26.1,30,2.1
2013,"51047",1021,32.4,59,2.2
2013,"26151",619,29.8,30,1.8
2013,"55033",703,28.7,28,2.2
2013,"37049",870,31,23,1.6
2013,"19047",485,25,39,4.7
2013,"40113",599,25.7,57,2.2
2013,"55103",617,28.8,36,1.7
2013,"39087",618,29.1,29,2.4
2013,"22109",819,26.2,33,1.4
2013,"20073",503,29.1,40,5.9
2013,"47161",612,32.3,35,3.6
2013,"21083",561,34.4,24,6.7
2013,"28039",675,32,133,4.1
2013,"01121",589,31.4,29,1.8
2013,"04007",743,30.9,31,2.9
2013,"16059",524,37.3,52,4.2
2013,"54063",564,22.4,67,7.1
2013,"48465",649,28.9,58,2.2
2013,"37153",583,33.3,20,3.5
2013,"48227",693,26.1,51,2.2
2013,"48197",513,32.5,264,5.5
2013,"06003",1018,36.5,310,11.2
2013,"13079",690,34.5,68,5.3
2013,"32029",715,22.3,881,7.4
2013,"44001",922,31.7,44,2.8
2013,"17131",590,23.9,77,2.4
2013,"18043",718,29.8,18,1.8
2013,"27009",652,31.3,20,2.9
2013,"26091",710,32.4,16,2.4
2013,"42131",674,27.7,25,1.3
2013,"19105",598,23.4,43,3.3
2013,"20071",440,13.7,265,7.8
2013,"39029",589,27.8,15,1.4
2013,"12099",1149,36.5,10,0.7
2013,"08069",973,33.8,14,1
2013,"34013",1055,33.1,8,0.5
2013,"12095",1022,35.8,10,0.6
2013,"36079",1259,34.8,64,3.4
2013,"39055",802,26.8,43,2
2013,"12009",899,33,13,0.8
2013,"45063",820,29.6,18,1.3
2013,"34031",1159,37.8,10,0.9
2013,"25013",791,32.6,12,0.7
2013,"17147",727,22.8,20,4
2013,"48367",883,27.8,29,1.7
2013,"22065",526,30.2,25,3.8
2013,"06059",1498,33.6,9,0.2
2013,"37007",661,31.3,42,3.1
2013,"51059",1687,28.3,12,0.4
2013,"29203",456,32,46,4.2
2013,"21175",436,29.1,29,3.7
2013,"13319",572,37.5,32,5.2
2013,"29159",675,32.9,23,3.3
2013,"39019",589,28.5,46,4
2013,"31077",493,16.6,52,5.1
2013,"42035",637,28.7,43,1.4
2013,"17081",585,27.7,33,1.4
2013,"18149",666,28.3,35,3.3
2013,"46015",513,20,83,2.5
2013,"20013",526,27.1,30,2.6
2013,"20041",600,26.1,30,2.7
2013,"17115",659,29.3,17,1.2
2013,"01125",762,33.4,15,1.7
2013,"13063",881,35.5,15,1.2
2013,"37055",998,28.9,50,2
2013,"16083",710,27.5,28,1.7
2013,"20061",975,27.4,47,1.3
2013,"24047",901,32.9,51,3
2013,"54029",605,28.9,29,2.4
2013,"56043",482,19.6,56,2.6
2013,"13313",677,29.2,22,1.4
2013,"13295",637,29.8,22,2.1
2013,"46089",99,11.4,NA,6
2013,"31171",542,18.2,62,2.9
2013,"47099",541,28.8,33,3.2
2013,"22059",457,25.3,78,3.4
2013,"17077",650,42.1,22,3.9
2013,"48331",670,28.1,49,4.4
2013,"22095",893,32.2,72,4.3
2013,"05083",511,31.4,44,4
2013,"51670",820,29.1,24,3.6
2013,"26095",599,30.5,53,7.9
2013,"30059",608,26.3,194,5.3
2013,"29141",593,32.1,58,5.4
2013,"02090",1179,30.7,44,1.7
2013,"17027",692,22.9,29,2.1
2013,"37025",794,29.2,19,1.3
2013,"18147",566,25.4,30,3
2013,"19109",552,23.3,58,3.6
2013,"19155",738,28.7,21,1
2013,"08103",755,19.9,91,2.9
2013,"13215",807,30.9,13,0.9
2013,"26055",847,30,25,2.7
2013,"30095",706,21.5,113,3.9
2013,"26059",639,30.5,28,2.8
2013,"12111",1006,38.5,27,2.1
2013,"02158",NA,NA,NA,NA
2013,"27123",840,31,6,0.6
2013,"53011",941,30.9,13,0.8
2013,"06095",1264,34.1,24,0.9
2013,"42011",832,31.6,11,0.8
2013,"19167",587,21.8,38,2
2013,"35053",556,28.8,52,2.6
2013,"12043",720,29.6,76,8.5
2013,"12079",651,41.1,83,7.2
2013,"13265",488,30.6,194,5.7
2013,"51678",795,35.9,139,20.7
2013,"29197",483,24.9,50,3.9
2013,"48271",393,34.8,232,11
2013,"54001",502,27.8,32,4.9
2013,"01011",492,30.4,79,6.2
2013,"31003",507,27.3,54,6.7
2013,"16011",605,24.6,39,2.1
2013,"53059",702,25.7,58,3.4
2013,"39101",702,30.9,23,2.2
2013,"35061",728,35.4,52,2.4
2013,"17005",659,25.5,57,3.4
2013,"17065",558,29.4,56,12.4
2013,"01095",594,27.8,20,1.3
2013,"19009",545,18.1,95,4.5
2013,"12131",970,34.9,56,3.8
2013,"29510",724,33,7,0.7
2013,"20007",560,22.5,52,3
2013,"27021",654,29.1,20,1.7
2013,"20045",860,34,21,1.7
2013,"19065",523,25.1,21,3.9
2013,"13039",886,28.9,32,2.1
2013,"18055",577,27.5,31,1.8
2013,"16081",852,27.4,57,4.8
2013,"37197",593,26.9,24,2.4
2013,"48055",737,30.7,33,3.6
2013,"31117",620,13.6,85,7.4
2013,"19159",458,18.6,34,2.5
2013,"51141",527,29.2,71,4.4
2013,"39001",531,32.9,20,2.8
2013,"29079",525,28.6,45,2.4
2013,"29187",589,30.9,28,2.2
2013,"05001",631,26.3,38,4.8
2013,"28045",761,30.8,54,2.8
2013,"22077",586,24.1,36,4.3
2013,"28003",597,29.4,31,2.2
2013,"35005",652,29.5,32,1.7
2013,"01091",527,30.1,41,3.5
2013,"48443",704,13.8,169,4.2
2013,"42043",839,27.8,12,0.6
2013,"55047",575,24.9,18,1.5
2013,"33017",969,31.3,15,2
2013,"23009",790,31.6,28,2
2013,"08049",957,22.8,110,3.1
2013,"10005",954,30.2,25,1.3
2013,"18183",631,28.2,42,3.1
2013,"08117",1142,29.1,56,2.4
2013,"29003",692,25.9,39,4.1
2013,"30049",737,27.1,22,1.5
2013,"28121",875,28.7,33,1.5
2013,"27161",566,26.5,31,3.2
2013,"12087",1367,37.3,41,2
2013,"34019",1296,30.9,44,2.2
2013,"09003",974,30.8,7,0.5
2013,"53061",1102,30.3,13,0.6
2013,"36055",810,33.4,7,0.5
2013,"29095",791,31.5,7,0.7
2013,"24027",1489,29.2,24,1
2013,"17203",680,26.8,45,2
2013,"19061",670,28.8,18,1.6
2013,"28065",656,38,80,4.3
2013,"37015",586,36.2,36,6
2013,"30005",429,23,80,5.3
2013,"38085",443,14.9,28,1.5
2013,"04023",630,30.2,25,3.4
2013,"47155",715,28.3,15,1.6
2013,"26149",634,31.3,21,1.6
2013,"40019",634,25.3,19,1.6
2013,"21151",634,30.9,16,1.3
2013,"48459",672,24.1,37,3.4
2013,"55003",545,28.4,37,1.7
2013,"16017",716,30,36,3
2013,"48043",606,22.5,69,1.8
2013,"19035",506,23.8,44,6
2013,"46107",592,25,157,10.9
2013,"55119",558,28.8,18,2.6
2013,"31119",571,26.5,43,1.6
2013,"31111",626,25.4,16,2.4
2013,"08081",724,30.5,28,5.9
2013,"39027",668,29.5,16,2.3
2013,"53023",717,17.7,118,2.1
2013,"51173",559,27.4,20,3
2013,"16047",643,31.6,49,4.8
2013,"06021",720,29,38,2.8
2013,"54005",519,28.8,20,3.8
2013,"21033",520,30.7,27,7.5
2013,"40005",548,27.7,44,3.5
2013,"06049",633,35,107,6.2
2013,"51015",743,27.2,40,2.1
2013,"13151",1061,30.7,30,1.8
2013,"39089",732,29.5,18,1.2
2013,"21209",726,26.9,29,1.9
2013,"56019",746,25.9,145,4.6
2013,"29043",746,28.4,27,1.4
2013,"42115",681,29.8,17,2.1
2013,"17143",704,29.2,13,1
2013,"21227",663,31.4,17,1.8
2013,"27037",944,29,14,0.6
2013,"34005",1186,31.6,16,1
2013,"51153",1477,30.4,22,1.1
2013,"51013",1733,26,22,0.6
2013,"19095",527,20.9,14,3.4
2013,"06077",1026,34.8,15,0.7
2013,"24009",1452,32.7,80,2.8
2013,"39093",733,31,13,1
2013,"55073",692,27.9,15,1.1
2013,"18141",711,30.2,11,1.1
2013,"46095",429,15.7,156,13.1
2013,"01007",568,33.4,59,6.7
2013,"29059",567,24.7,31,5.5
2013,"22003",553,26,42,2.2
2013,"22027",616,32.5,81,4.3
2013,"31013",513,25.8,43,5
2013,"20017",433,23.7,31,4.4
2013,"40053",578,19.4,41,2.2
2013,"18123",568,24.7,43,2.2
2013,"54081",603,26.5,23,2.2
2013,"31061",543,23.1,121,7
2013,"20167",640,28.9,70,2.8
2013,"26105",654,29.1,30,1.9
2013,"30015",428,18.7,25,1.4
2013,"31031",483,22.4,57,4
2013,"22087",817,36.3,29,2.4
2013,"38003",491,23.6,71,2
2013,"46057",523,24,104,3.6
2013,"26155",672,29.9,21,2.1
2013,"56001",726,38.1,40,3.2
2013,"47113",739,36.5,27,3.5
2013,"39083",681,30,26,2.4
2013,"31001",627,25.6,20,2.5
2013,"56007",777,21.8,59,3.4
2013,"40137",618,26.4,22,2.2
2013,"17157",653,25.9,35,3.3
2013,"40139",632,21.7,36,2.7
2013,"48165",657,19.9,200,3.7
2013,"30039",617,23.5,117,9.3
2013,"39067",577,32.1,25,2.2
2013,"37161",587,29.8,19,2.5
2013,"28057",617,31.1,39,4.5
2013,"05059",632,28,35,5.2
2013,"18083",609,27.1,28,1.9
2013,"37065",646,32.2,21,2.1
2013,"05071",600,34.4,24,3.3
2013,"37123",553,31.7,48,2.8
2013,"51077",555,29.7,60,5
2013,"48013",720,24.7,48,2.9
2013,"35055",763,37.4,42,5
2013,"48241",672,32.7,27,2.8
2013,"54053",521,30.5,46,4.2
2013,"21003",583,25.2,78,2.9
2013,"06105",758,32.1,89,4.4
2013,"08107",1160,29.5,76,3.7
2013,"38091",424,19.3,58,4.3
2013,"30025",489,21.7,66,6.4
2013,"06053",1209,33.3,13,0.6
2013,"18085",682,25.5,22,1.7
2013,"48215",641,33.5,11,1.1
2013,"31137",597,23,51,3.6
2013,"27017",696,29.3,32,2.3
2013,"27169",620,31.8,33,3.2
2013,"12097",1030,37,20,1.3
2013,"27027",700,33.7,24,3.4
2013,"25027",911,29.4,9,0.4
2013,"12031",935,33.2,10,0.6
2013,"13067",974,30.3,10,0.7
2013,"34015",1049,33.6,28,1.5
2013,"48339",965,28.1,19,1
2013,"47037",837,30.2,7,0.6
2013,"33013",924,30.4,18,1.2
2013,"21129",424,33.9,77,17.4
2013,"21235",573,31.2,18,2.7
2013,"47029",509,30.7,39,4.3
2013,"05147",427,29,25,2.7
2013,"47181",484,25.8,21,3.4
2013,"45069",590,31.1,56,3
2013,"06073",1300,34.1,8,0.3
2013,"01085",534,28.2,59,7
2013,"13033",567,31.6,87,3.7
2013,"48307",617,30.2,109,5.9
2013,"13307",584,15,36,7.8
2013,"05137",472,27.4,53,3.5
2013,"46049",444,24.3,159,16.8
2013,"17121",635,33,24,2.8
2013,"18135",606,27.7,28,2.3
2013,"55137",644,29.1,20,2.3
2013,"31043",703,28,36,3.9
2013,"17185",575,24.6,55,3.8
2013,"40149",640,19.4,29,2.1
2013,"28071",796,39.3,28,4.3
2013,"29213",678,30.2,21,2.3
2013,"31097",560,19.5,34,3.1
2013,"05023",662,28.4,28,3
2013,"47179",662,30.6,18,1.8
2013,"20063",496,22.4,53,2
2013,"18091",694,30.9,18,1.8
2013,"36043",614,28.8,21,1.6
2013,"40147",638,25.1,17,2.2
2013,"29177",733,28.5,58,2.6
2013,"21059",636,27.5,17,1.8
2013,"17105",632,25.7,20,1.7
2013,"47047",649,27.2,111,3.3
2013,"13015",786,31.9,33,2.9
2013,"55007",543,26.4,26,1.7
2013,"12053",885,37.3,19,3.7
2013,"36095",724,31.4,21,2.9
2013,"48425",773,26,89,5.3
2013,"19087",587,29.9,23,4.1
2013,"26069",588,29.8,20,4.9
2013,"23007",630,33.9,18,3.8
2013,"21183",535,26.4,33,4.4
2013,"41001",625,29.8,39,3.4
2013,"16045",757,31.9,116,4.2
2013,"41033",798,36.3,26,1.8
2013,"29227",311,16.4,46,7.3
2013,"37013",656,32.4,33,3.6
2013,"21219",560,27.2,31,4.5
2013,"05069",650,32.3,14,2.5
2013,"32021",503,21,106,3.3
2013,"30053",529,26.6,47,1.9
2013,"47169",605,27.3,62,4.6
2013,"05003",572,28.8,47,5.4
2013,"13261",608,29.3,24,3.7
2013,"06087",1385,35,31,1.1
2013,"19013",671,32.3,14,1.2
2013,"29037",917,28.9,27,1.5
2013,"48259",981,28,44,2
2013,"37001",731,31,21,1.8
2013,"37021",806,29.9,16,1.2
2013,"37029",1030,37.7,142,2.4
2013,"31039",591,24.3,31,2.7
2013,"41017",922,32.6,19,1.3
2013,"31131",650,27.3,35,3.2
2013,"20085",711,23.6,38,3.1
2013,"37119",889,29.6,7,0.5
2013,"48121",944,28.2,10,0.6
2013,"53053",997,31.5,12,0.6
2013,"25001",1114,34.3,26,1
2013,"17063",956,30.3,51,4.2
2013,"13073",1044,27.4,44,2.1
2013,"19181",730,25.5,25,2
2013,"08123",835,32.2,21,1.3
2013,"25015",934,31.2,20,1.2
2013,"47125",836,28.6,17,0.9
2013,"29077",679,31.5,8,0.9
2013,"45049",633,29.2,22,3.5
2013,"21197",521,38.9,35,3.9
2013,"20091",918,26.8,11,0.6
2013,"37095",692,37.1,86,23.8
2013,"28031",605,31.9,76,4.1
2013,"45039",633,30.9,70,5.4
2013,"20157",461,21.7,98,3.9
2013,"18021",650,30.8,35,3.7
2013,"13021",736,36.3,15,1.5
2013,"48097",743,27.1,34,2
2013,"47035",608,30.5,31,2.1
2013,"20111",590,29.2,23,1.6
2013,"05033",581,28.2,37,2.4
2013,"48099",905,26.5,38,1.9
2013,"29201",586,27.5,26,1.4
2013,"13297",839,34,34,2.5
2013,"37147",716,33.2,17,1.7
2013,"20051",603,30.8,26,2.9
2013,"12033",869,33.2,15,0.8
2013,"30029",750,31.2,31,2
2013,"13013",894,30.9,41,2.2
2013,"17047",477,26,37,2.6
2013,"47021",885,36.2,48,6
2013,"48183",748,28.9,17,1.4
2013,"37027",611,32.6,12,2
2013,"53041",781,31.3,24,1.9
2013,"30045",463,18.5,28,4.3
2013,"02013",888,19.5,42,1.5
2013,"37073",803,34.2,152,9
2013,"18117",592,29.7,36,2.1
2013,"21047",738,29.7,17,1.5
2013,"56015",611,27.1,51,2.3
2013,"29217",608,28.8,31,3.7
2013,"48045",543,28.7,76,7.9
2013,"35039",649,27.7,47,4
2013,"05105",585,23.9,112,7.3
2013,"20021",580,28.3,39,2.4
2013,"39115",550,34.6,36,5.6
2013,"22001",524,27,56,1.6
2013,"53051",785,37.3,94,7.7
2013,"35007",582,27.5,45,2.9
2013,"05035",693,33.1,21,1.6
2013,"28015",604,41.3,279,27.7
2013,"39155",625,30.7,11,1.2
2013,"19119",542,21.4,36,2.3
2013,"27041",646,30.1,32,2.6
2013,"08019",803,23.1,38,4.4
2013,"05125",787,27.4,22,1.5
2013,"42107",608,27.3,16,1
2013,"37071",714,31.7,14,1.4
2013,"48211",591,18.8,151,1.5
2013,"42015",641,27.7,24,1.1
2013,"37133",950,31.3,22,1.2
2013,"26025",671,30.5,15,1.3
2013,"24005",1139,30.5,8,0.7
2013,"49043",1239,29.4,110,2.5
2013,"35001",791,30.7,9,0.7
2013,"27141",878,32.3,41,2.9
2013,"27137",654,32.8,13,0.9
2013,"38081",526,20.9,58,8.4
2013,"42079",665,29.1,13,0.7
2013,"38075",568,18.6,132,2.5
2013,"28107",667,35.2,23,5.1
2013,"13267",535,24.2,42,3.4
2013,"45005",564,33.6,51,8
2013,"21181",429,24.3,88,6
2013,"13189",607,35.9,33,5.7
2013,"13105",620,29.7,60,4.4
2013,"35059",655,22,83,5.8
2013,"21207",494,30.1,31,4.1
2013,"29035",447,29.7,70,3.4
2013,"55023",571,28.3,15,2.5
2013,"42105",587,29.7,19,2.5
2013,"08017",508,16.3,107,3.7
2013,"51540",993,32.7,30,1.4
2013,"56017",566,22.5,92,5
2013,"37163",572,29.1,22,1.8
2013,"47145",662,29.3,24,2.1
2013,"29147",583,33.3,41,4.1
2013,"53017",771,27.5,29,3.4
2013,"26101",669,30,32,2.3
2013,"31157",659,29.1,23,2
2013,"51097",851,23.7,31,5.3
2013,"48441",755,30,19,1.5
2013,"06069",1233,32.9,49,1.6
2013,"01015",615,30.1,21,2.2
2013,"27057",597,27.7,77,4
2013,"06005",1006,34.8,60,4.6
2013,"46067",538,26.2,70,3.3
2013,"51790",704,37.6,41,4.6
2013,"24001",610,31.2,31,2.1
2013,"29137",516,23.6,34,3.3
2013,"54077",557,25.4,42,4
2013,"08105",604,24.1,67,3.6
2013,"30071",484,23.5,53,3.7
2013,"48353",522,24.4,59,2.7
2013,"21041",646,27.8,61,2.2
2013,"22069",624,38.6,25,3.8
2013,"48393",729,16.7,62,27
2013,"42117",674,29.4,29,2
2013,"46039",436,20.4,49,4.8
2013,"06111",1470,34.3,16,0.7
2013,"27003",938,30.9,17,1.1
2013,"25009",1043,31.3,11,0.5
2013,"26037",764,31.6,50,1.9
2013,"09011",1012,29.5,19,0.9
2013,"31177",722,27.7,38,2.5
2013,"38035",682,30,11,1.8
2013,"22103",1005,32,36,1.6
2013,"13273",548,31.4,104,8.4
2013,"35006",530,29.6,55,6
2013,"13303",554,35.3,63,4.4
2013,"22029",479,28,39,2
2013,"34003",1334,30.8,13,0.6
2013,"12121",669,32.3,52,3.5
2013,"06015",914,34.9,56,3.5
2013,"38005",407,19.6,21,1.8
2013,"21171",502,31.8,40,2.8
2013,"08109",626,31.2,49,3.5
2013,"27043",509,25.4,32,3.7
2013,"19093",410,21.4,41,2.2
2013,"19063",589,31.5,56,4.8
2013,"17173",646,23.6,50,3.6
2013,"30013",617,26.1,14,1.4
2013,"12017",790,34.8,28,2.8
2013,"02261",871,23.5,79,5.5
2013,"19097",564,28.6,32,2.8
2013,"46055",620,19.6,87,4.2
2013,"39005",674,26.1,29,2.8
2013,"20097",486,26.7,45,2.4
2013,"38033",475,30.9,20,9.2
2013,"21091",557,22.2,30,4.9
2013,"54025",625,29.6,37,3
2013,"21125",562,27.9,23,2.2
2013,"21007",526,29.9,106,4.6
2013,"29109",606,26,31,3.5
2013,"27087",486,29.7,56,4.9
2013,"28035",694,34.7,27,2.4
2013,"48433",335,34.2,143,11.5
2013,"17165",567,28.7,73,3.1
2013,"30089",620,26.7,37,2.4
2013,"48333",491,19.7,65,15
2013,"37037",774,29.2,44,2.7
2013,"55141",582,28.4,12,1.1
2013,"17037",830,34.9,18,2.1
2013,"17155",636,23.9,49,2.5
2013,"48355",840,30.3,12,1
2013,"23011",683,31.7,15,1.6
